index,period,frame_start,frame_end,minute,second,t_min,duration,team,team_name,phase_type,third_start,third_end,x_start,x_end,pen_area_end,is_shot,is_goal,xt_start,xt_end,xt_gain,signed,moment
165,1,20763,20918,34,35,34.583,15.5,Away,Perth,create,middle_third,attacking_third,1.82,23.39,False,True,False,0.0082,0.01164,0.00345,-0.00345,pinch
166,1,20918,20999,34,50,34.833,8.1,Away,Perth,finish,attacking_third,attacking_third,23.81,48.9,True,True,False,0.01251,0.0,-0.01251,0.01251,pinch
167,1,20999,21193,34,58,34.967,19.4,Home,Brisbane,build_up,defensive_third,defensive_third,-49.08,-24.47,False,False,False,1.0,0.01251,-0.98749,-0.98749,
168,1,21404,21509,35,39,35.65,10.5,Home,Brisbane,create,middle_third,middle_third,,14.61,False,False,False,0.0,0.00356,0.00356,0.00356,
169,1,21509,21537,35,49,35.817,2.8,Home,Brisbane,finish,middle_third,middle_third,14.4,5.32,False,False,False,0.00409,0.0071,0.00301,0.00301,
170,1,21537,21540,35,52,35.867,0.3,Home,Brisbane,create,middle_third,middle_third,4.88,4.19,False,False,False,0.0071,0.00548,-0.00163,-0.00163,
171,1,21627,21937,36,1,36.017,31.0,Home,Brisbane,create,middle_third,defensive_third,-13.87,-19.57,False,False,False,0.01031,0.01179,0.00149,0.00149,
172,1,21937,21970,36,32,36.533,3.3,Home,Brisbane,build_up,defensive_third,defensive_third,-20.55,-20.17,False,False,False,0.01425,0.01512,0.00087,0.00087,
173,1,21970,21996,36,36,36.6,2.6,Home,Brisbane,create,defensive_third,middle_third,-19.31,-9.62,False,False,False,0.04352,0.0086,-0.03492,-0.03492,
174,1,22068,22335,36,45,36.75,26.7,Home,Brisbane,create,middle_third,middle_third,-10.13,-4.21,False,False,False,0.01078,0.00825,-0.00253,-0.00253,
175,1,22335,22427,37,12,37.2,9.2,Away,Perth,quick_break,middle_third,attacking_third,4.25,49.36,True,False,False,0.00873,0.08333,0.0746,-0.0746,
176,1,22617,22753,37,40,37.667,13.6,Home,Brisbane,create,middle_third,defensive_third,,-31.92,False,False,False,0.0,0.01131,0.01131,0.01131,
177,1,22753,22811,37,54,37.9,5.8,Away,Perth,chaotic,attacking_third,attacking_third,32.2,37.41,True,False,False,0.02399,0.0,-0.02399,0.02399,
178,1,22811,22823,38,0,38.0,1.2,Home,Brisbane,chaotic,defensive_third,defensive_third,-37.01,-25.52,False,False,False,0.04741,0.05351,0.0061,0.0061,
179,1,22823,22904,38,1,38.017,8.1,Away,Perth,finish,attacking_third,middle_third,24.53,5.49,False,False,False,0.02809,0.00882,-0.01927,0.01927,
180,1,22904,23023,38,9,38.15,11.9,Away,Perth,create,middle_third,attacking_third,4.13,23.73,False,False,False,0.00924,0.01328,0.00405,-0.00405,
181,1,23023,23144,38,21,38.35,12.1,Home,Brisbane,create,defensive_third,middle_third,-24.29,4.83,False,False,False,0.01362,0.00697,-0.00665,-0.00665,
182,1,23144,23265,38,33,38.55,12.1,Away,Perth,create,middle_third,defensive_third,-4.73,-19.62,False,False,False,0.00624,0.0042,-0.00204,0.00204,
183,1,23265,23397,38,45,38.75,13.2,Away,Perth,build_up,defensive_third,defensive_third,-20.37,-20.34,False,False,False,0.00413,0.00275,-0.00138,0.00138,
184,1,23397,23524,38,58,38.967,12.7,Away,Perth,create,defensive_third,middle_third,-19.53,7.55,False,False,False,0.00275,0.00894,0.00619,-0.00619,
185,1,23524,23615,39,11,39.183,9.1,Away,Perth,finish,middle_third,defensive_third,7.84,-27.77,False,False,False,0.01336,0.00287,-0.01049,0.01049,
186,1,23615,23675,39,20,39.333,6.0,Away,Perth,chaotic,attacking_third,attacking_third,28.06,47.32,True,False,False,0.0209,0.25,0.2291,-0.2291,
187,1,23839,23878,39,42,39.7,3.9,Home,Brisbane,create,middle_third,middle_third,,13.52,False,False,False,0.0,0.00433,0.00433,0.00433,
188,1,23878,23892,39,46,39.767,1.4,Home,Brisbane,finish,middle_third,attacking_third,13.94,26.47,False,False,False,0.00433,0.00437,5e-05,5e-05,
189,1,23974,23987,39,56,39.933,1.3,Home,Brisbane,create,middle_third,middle_third,9.13,4.53,False,False,False,0.00498,0.00626,0.00127,0.00127,
190,1,23987,24046,39,57,39.95,5.9,Home,Brisbane,finish,middle_third,middle_third,5.09,5.91,False,False,False,0.00626,0.00546,-0.0008,-0.0008,
191,1,24046,24086,40,3,40.05,4.0,Home,Brisbane,create,middle_third,middle_third,5.42,4.25,False,False,False,0.00613,0.0059,-0.00023,-0.00023,
192,1,24086,24147,40,7,40.117,6.1,Home,Brisbane,finish,middle_third,middle_third,5.56,7.2,False,False,False,0.00533,0.00346,-0.00187,-0.00187,
193,1,24147,24267,40,13,40.217,12.0,Home,Brisbane,create,middle_third,attacking_third,5.6,20.62,False,False,False,0.00427,0.00377,-0.0005,-0.0005,
194,1,24267,24314,40,25,40.417,4.7,Home,Brisbane,finish,attacking_third,attacking_third,21.56,34.52,False,False,False,0.00359,0.0018,-0.00179,-0.00179,
195,1,24457,24638,40,44,40.733,18.1,Home,Brisbane,finish,attacking_third,attacking_third,40.56,37.03,False,False,False,0.00113,0.00245,0.00132,0.00132,
196,1,24638,24736,41,2,41.033,9.8,Away,Perth,build_up,defensive_third,defensive_third,-37.22,-49.77,False,False,False,0.00134,0.00137,3e-05,-3e-05,
197,1,24736,24766,41,12,41.2,3.0,Away,Perth,direct,defensive_third,middle_third,-49.15,-15.7,False,False,False,0.00148,0.00304,0.00156,-0.00156,
198,1,24766,24784,41,15,41.25,1.8,Away,Perth,create,middle_third,defensive_third,-15.08,-19.83,False,False,False,0.00348,0.0032,-0.00029,0.00029,
199,1,24784,24821,41,17,41.283,3.7,Away,Perth,build_up,defensive_third,defensive_third,-20.5,-21.68,False,False,False,0.00331,0.00286,-0.00045,0.00045,
201,1,24829,24851,41,21,41.35,2.2,Home,Brisbane,finish,middle_third,middle_third,10.48,6.09,False,False,False,0.00418,0.00584,0.00166,0.00166,
200,1,24821,24829,41,21,41.35,0.8,Away,Perth,create,defensive_third,middle_third,-19.7,-10.62,False,False,False,0.00331,0.0048,0.00148,-0.00148,
202,1,24851,25099,41,24,41.4,24.8,Home,Brisbane,create,middle_third,middle_third,5.17,-10.33,False,False,False,0.00673,0.01139,0.00467,0.00467,
203,1,25099,25142,41,48,41.8,4.3,Home,Brisbane,direct,middle_third,attacking_third,-9.35,39.29,True,False,False,0.01006,0.00225,-0.00781,-0.00781,
204,1,25142,25286,41,53,41.883,14.4,Away,Perth,build_up,defensive_third,defensive_third,-39.8,-20.57,False,False,False,0.00242,0.00339,0.00097,-0.00097,
205,1,25286,25309,42,7,42.117,2.3,Away,Perth,create,defensive_third,middle_third,-19.29,-5.04,False,False,False,0.00406,0.00445,0.00039,-0.00039,
206,1,25548,25739,42,33,42.55,19.1,Home,Brisbane,create,middle_third,defensive_third,-0.29,-19.65,False,False,False,0.00309,0.01133,0.00824,0.00824,
207,1,25739,25819,42,52,42.867,8.0,Home,Brisbane,build_up,defensive_third,defensive_third,-20.55,-20.22,False,False,False,0.014,0.01129,-0.0027,-0.0027,
208,1,25819,25887,43,0,43.0,6.8,Home,Brisbane,create,defensive_third,attacking_third,-19.6,17.95,False,False,False,0.01741,0.00334,-0.01406,-0.01406,
209,1,25887,26016,43,7,43.117,12.9,Home,Brisbane,finish,attacking_third,attacking_third,18.45,48.16,True,False,False,0.00334,0.00137,-0.00198,-0.00198,
210,1,26327,26337,43,51,43.85,1.0,Home,Brisbane,set_play,attacking_third,attacking_third,50.08,47.88,True,False,False,0.0,0.00165,0.00165,0.00165,
211,1,26752,26804,44,34,44.567,5.2,Away,Perth,direct,middle_third,middle_third,,16.08,False,False,False,0.0,0.0135,0.0135,-0.0135,
212,1,26804,26809,44,39,44.65,0.5,Home,Brisbane,create,middle_third,defensive_third,-16.89,-19.62,False,False,False,0.00902,0.01067,0.00165,0.00165,
213,1,26809,26838,44,39,44.65,2.9,Home,Brisbane,build_up,defensive_third,defensive_third,-20.17,-38.33,False,False,False,0.01067,0.00421,-0.00646,-0.00646,
214,1,26838,26865,44,42,44.7,2.7,Home,Brisbane,direct,defensive_third,middle_third,-37.75,3.15,False,False,False,0.00421,0.00606,0.00185,0.00185,
215,1,26865,26911,44,45,44.75,4.6,Home,Brisbane,create,middle_third,middle_third,3.82,14.86,False,False,False,0.00622,0.00429,-0.00193,-0.00193,
216,1,26911,26990,44,50,44.833,7.9,Away,Perth,create,middle_third,middle_third,-14.65,14.56,False,False,False,0.00535,0.00929,0.00395,-0.00395,
217,1,26990,27305,44,58,44.967,31.5,Away,Perth,finish,middle_third,attacking_third,14.55,46.71,True,False,False,0.00929,0.16806,0.15876,-0.15876,
247,2,30250,30326,0,0,45.0,7.6,Away,Perth,create,middle_third,defensive_third,-0.36,-21.51,False,False,False,0.005,0.0116,0.0066,-0.0066,
248,2,30326,30376,0,7,45.117,5.0,Away,Perth,direct,defensive_third,attacking_third,-20.97,39.98,True,False,False,0.01496,0.00242,-0.01254,0.01254,
249,2,30376,30516,0,12,45.2,14.0,Home,Brisbane,build_up,defensive_third,defensive_third,-40.4,-26.23,False,False,False,0.00244,0.00373,0.00129,0.00129,
250,2,30516,30544,0,26,45.433,2.8,Home,Brisbane,direct,defensive_third,attacking_third,-24.23,21.81,False,False,False,0.00344,0.02496,0.02152,0.02152,
218,1,27305,27489,45,29,45.483,18.4,Away,Perth,create,middle_third,attacking_third,,25.3,False,False,False,0.0,0.02525,0.02525,-0.02525,
251,2,30544,30605,0,29,45.483,6.1,Away,Perth,chaotic,defensive_third,defensive_third,-22.94,-33.14,False,False,False,0.01487,0.0161,0.00123,-0.00123,
219,1,27489,27534,45,47,45.783,4.5,Home,Brisbane,create,defensive_third,defensive_third,-25.23,-17.83,False,False,False,0.02645,0.01548,-0.01096,-0.01096,
252,2,30760,30770,0,51,45.85,1.0,Home,Brisbane,chaotic,attacking_third,attacking_third,33.15,40.73,False,False,False,0.0298,0.01722,-0.01258,-0.01258,
220,1,27534,27558,45,52,45.867,2.4,Home,Brisbane,direct,middle_third,attacking_third,-15.23,18.5,False,False,False,0.01046,0.0031,-0.00736,-0.00736,
253,2,30770,30808,0,52,45.867,3.8,Away,Perth,chaotic,defensive_third,defensive_third,-40.71,-27.61,False,False,False,0.01532,0.01697,0.00164,-0.00164,
221,1,27558,27606,45,54,45.9,4.8,Home,Brisbane,finish,attacking_third,middle_third,18.88,16.39,False,False,False,0.0031,0.00273,-0.00037,-0.00037,
254,2,30808,30842,0,55,45.917,3.4,Home,Brisbane,finish,attacking_third,middle_third,27.24,5.88,False,False,False,0.01616,0.00824,-0.00792,-0.00792,
222,1,27606,27985,45,59,45.983,37.9,Away,Perth,create,middle_third,defensive_third,-16.31,-19.76,False,False,False,0.00297,0.00345,0.00048,-0.00048,
255,2,30842,30888,0,59,45.983,4.6,Home,Brisbane,create,middle_third,middle_third,5.33,-7.6,False,False,False,0.00642,0.00561,-0.00081,-0.00081,
256,2,30888,30914,1,3,46.05,2.6,Home,Brisbane,direct,middle_third,attacking_third,-6.62,32.02,False,False,False,0.00527,0.02821,0.02295,0.02295,
257,2,30914,30969,1,6,46.1,5.5,Away,Perth,chaotic,defensive_third,middle_third,-32.86,-12.03,False,False,False,0.01704,0.00767,-0.00937,0.00937,
258,2,30969,30980,1,11,46.183,1.1,Home,Brisbane,finish,middle_third,middle_third,11.95,5.95,False,False,False,0.01137,0.00824,-0.00313,-0.00313,
259,2,30980,31206,1,13,46.217,22.6,Home,Brisbane,create,middle_third,middle_third,4.7,-16.62,False,False,False,0.00772,0.00293,-0.00478,-0.00478,
260,2,31206,31230,1,35,46.583,2.4,Home,Brisbane,direct,middle_third,attacking_third,-15.43,21.47,False,False,False,0.00356,0.01549,0.01194,0.01194,
223,1,27985,28027,46,37,46.617,4.2,Away,Perth,build_up,defensive_third,defensive_third,-20.3,-22.02,False,False,False,0.00345,0.00373,0.00028,-0.00028,
261,2,31230,31263,1,38,46.633,3.3,Away,Perth,chaotic,defensive_third,middle_third,-22.57,-8.61,False,False,False,0.01164,0.00684,-0.00481,0.00481,
224,1,28027,28164,46,41,46.683,13.7,Away,Perth,create,defensive_third,attacking_third,-19.78,24.89,False,False,False,0.00376,0.0151,0.01135,-0.01135,
262,2,31263,31301,1,41,46.683,3.8,Home,Brisbane,chaotic,middle_third,middle_third,8.7,12.49,False,False,False,0.00863,0.01107,0.00244,0.00244,
263,2,31301,31330,1,45,46.75,2.9,Away,Perth,chaotic,middle_third,middle_third,-12.22,-7.19,False,False,False,0.00895,0.01068,0.00173,-0.00173,
225,1,28164,28216,46,55,46.917,5.2,Away,Perth,finish,attacking_third,attacking_third,25.21,54.58,False,False,False,0.0151,0.0,-0.0151,0.0151,
264,2,31471,31586,2,2,47.033,11.5,Away,Perth,create,middle_third,defensive_third,-5.51,-18.94,False,False,False,0.00858,0.01656,0.00798,-0.00798,
265,2,31586,31674,2,13,47.217,8.8,Away,Perth,build_up,defensive_third,defensive_third,-20.01,-43.06,False,False,False,0.01644,0.25314,0.23671,-0.23671,
266,2,31674,31702,2,22,47.367,2.8,Away,Perth,direct,defensive_third,middle_third,-42.27,1.95,False,False,False,0.16402,0.006,-0.15802,0.15802,
267,2,31773,31856,2,32,47.533,8.3,Away,Perth,finish,attacking_third,attacking_third,19.52,29.5,False,False,False,0.00295,0.00191,-0.00103,0.00103,
226,1,28599,28634,47,38,47.633,3.5,Home,Brisbane,direct,middle_third,attacking_third,,19.54,False,False,False,0.0,0.00256,0.00256,0.00256,
227,1,28634,28654,47,42,47.7,2.0,Away,Perth,chaotic,defensive_third,middle_third,-19.06,5.28,False,False,False,0.0036,0.00662,0.00303,-0.00303,
228,1,28654,28674,47,44,47.733,2.0,Home,Brisbane,chaotic,middle_third,middle_third,-5.91,1.2,False,False,False,0.00824,0.00471,-0.00354,-0.00354,
229,1,28674,28701,47,46,47.767,2.7,Away,Perth,chaotic,middle_third,middle_third,-1.25,8.78,False,False,False,0.00626,0.00913,0.00287,-0.00287,
230,1,28701,28713,47,49,47.817,1.2,Home,Brisbane,chaotic,middle_third,middle_third,-8.92,1.11,False,False,False,0.00844,0.00471,-0.00373,-0.00373,
268,2,32007,32076,2,55,47.917,6.9,Away,Perth,finish,attacking_third,middle_third,32.75,5.4,False,False,False,0.0,0.00613,0.00613,-0.00613,
231,1,28830,28842,48,2,48.033,1.2,Away,Perth,create,middle_third,defensive_third,-10.65,-19.23,False,False,False,0.00348,0.00336,-0.00012,0.00012,
269,2,32076,32121,3,2,48.033,4.5,Away,Perth,create,middle_third,middle_third,5.27,4.74,False,False,False,0.00613,0.00621,8e-05,-8e-05,
232,1,28842,28917,48,3,48.05,7.5,Away,Perth,build_up,defensive_third,defensive_third,-20.4,-20.46,False,False,False,0.00275,0.00382,0.00107,-0.00107,
270,2,32121,32169,3,7,48.117,4.8,Away,Perth,finish,middle_third,middle_third,5.06,5.91,False,False,False,0.00606,0.00586,-0.0002,0.0002,
233,1,28917,28955,48,10,48.167,3.8,Away,Perth,create,defensive_third,middle_third,-19.19,-14.95,False,False,False,0.00336,0.00476,0.0014,-0.0014,
271,2,32169,32202,3,11,48.183,3.3,Away,Perth,create,middle_third,defensive_third,5.27,-19.83,False,False,False,0.00737,0.01512,0.00775,-0.00775,
272,2,32202,32243,3,15,48.25,4.1,Away,Perth,build_up,defensive_third,defensive_third,-20.66,-20.29,False,False,False,0.01316,0.02146,0.00831,-0.00831,
273,2,32243,32302,3,19,48.317,5.9,Away,Perth,create,defensive_third,middle_third,-18.86,14.21,False,False,False,0.0174,0.00473,-0.01267,0.01267,
274,2,32302,32350,3,25,48.417,4.8,Away,Perth,finish,middle_third,attacking_third,14.83,21.0,False,False,False,0.00441,0.00435,-6e-05,6e-05,
275,2,32350,32535,3,30,48.5,18.5,Home,Brisbane,create,defensive_third,defensive_third,-20.92,-19.96,False,True,False,0.00317,0.00367,0.0005,0.0005,chance
234,1,29115,29120,48,30,48.5,0.5,Away,Perth,create,middle_third,defensive_third,-16.01,-19.28,False,False,False,0.00476,0.00336,-0.0014,0.0014,
235,1,29120,29176,48,31,48.517,5.6,Away,Perth,build_up,defensive_third,defensive_third,-20.27,-20.0,False,False,False,0.00341,0.00345,5e-05,-5e-05,
236,1,29176,29223,48,36,48.6,4.7,Away,Perth,create,defensive_third,defensive_third,-19.68,-19.79,False,False,False,0.00353,0.00419,0.00066,-0.00066,
237,1,29223,29503,48,41,48.683,28.0,Away,Perth,build_up,defensive_third,defensive_third,-20.27,-29.94,False,False,False,0.00419,0.0037,-0.00049,0.00049,
276,2,32535,32719,3,48,48.8,18.4,Home,Brisbane,build_up,defensive_third,defensive_third,-20.03,-20.42,False,True,False,0.00367,0.0034,-0.00027,-0.00027,chance
277,2,32719,32799,4,6,49.1,8.0,Home,Brisbane,create,defensive_third,middle_third,-18.89,5.0,False,True,False,0.00385,0.00775,0.00391,0.00391,chance
238,1,29503,29539,49,9,49.15,3.6,Away,Perth,direct,defensive_third,attacking_third,-28.95,25.9,False,False,False,0.00265,0.02319,0.02054,-0.02054,
239,1,29539,29590,49,12,49.2,5.1,Home,Brisbane,chaotic,defensive_third,middle_third,-26.24,-13.19,False,False,False,0.01742,0.01024,-0.00719,-0.00719,
278,2,32799,32830,4,14,49.233,3.1,Home,Brisbane,finish,middle_third,middle_third,5.12,5.72,False,True,False,0.00775,0.00934,0.00159,0.00159,chance
279,2,32830,32857,4,18,49.3,2.7,Home,Brisbane,create,middle_third,middle_third,5.44,4.87,False,True,False,0.00881,0.00643,-0.00238,-0.00238,chance
280,2,32857,32898,4,20,49.333,4.1,Home,Brisbane,finish,middle_third,middle_third,6.0,5.52,False,True,False,0.00866,0.01099,0.00233,0.00233,chance
281,2,32898,32966,4,24,49.4,6.8,Home,Brisbane,create,middle_third,middle_third,5.15,5.57,False,True,False,0.00881,0.00949,0.00068,0.00068,chance
282,2,32966,33075,4,31,49.517,10.9,Home,Brisbane,finish,middle_third,attacking_third,5.92,45.16,True,True,False,0.00949,0.50806,0.49857,0.49857,chance
240,1,29752,29856,49,34,49.567,10.4,Home,Brisbane,set_play,middle_third,attacking_third,6.78,35.52,False,False,False,0.00561,0.0022,-0.00341,-0.00341,
241,1,29856,29899,49,44,49.733,4.3,Away,Perth,chaotic,defensive_third,defensive_third,-35.52,-21.46,False,False,False,0.00298,0.00495,0.00197,-0.00197,
242,1,29899,29915,49,48,49.8,1.6,Home,Brisbane,chaotic,attacking_third,attacking_third,21.69,27.95,False,False,False,0.00397,0.00302,-0.00095,-0.00095,
243,1,29915,29974,49,50,49.833,5.9,Away,Perth,chaotic,defensive_third,attacking_third,-28.12,20.91,False,False,False,0.00287,0.01968,0.01682,-0.01682,
244,1,29974,30047,49,56,49.933,7.3,Home,Brisbane,create,defensive_third,attacking_third,-21.19,22.9,False,True,False,0.01143,0.0023,-0.00913,-0.00913,chance
245,1,30047,30136,50,3,50.05,8.9,Home,Brisbane,finish,attacking_third,attacking_third,23.48,46.49,True,True,False,0.0023,0.00261,0.00031,0.00031,chance
283,2,33435,33445,5,18,50.3,1.0,Away,Perth,direct,middle_third,middle_third,,,False,False,False,0.0,0.0,0.0,-0.0,
246,1,30207,30250,50,19,50.317,4.3,Away,Perth,build_up,defensive_third,middle_third,-48.02,,False,False,False,0.0013,0.0,-0.0013,0.0013,
284,2,33678,33708,5,42,50.7,3.0,Home,Brisbane,chaotic,middle_third,middle_third,0.31,13.64,False,False,False,0.0058,0.01236,0.00656,0.00656,
285,2,33708,33745,5,45,50.75,3.7,Away,Perth,chaotic,middle_third,middle_third,-13.29,6.93,False,False,False,0.01259,0.00583,-0.00675,0.00675,
286,2,33745,33777,5,49,50.817,3.2,Home,Brisbane,chaotic,middle_third,middle_third,-7.06,13.77,False,False,False,0.00462,0.00819,0.00357,0.00357,
287,2,33777,33800,5,52,50.867,2.3,Away,Perth,chaotic,middle_third,defensive_third,-14.27,-19.78,False,False,False,0.01183,0.01642,0.0046,-0.0046,
288,2,33934,33944,6,8,51.133,1.0,Home,Brisbane,chaotic,middle_third,middle_third,3.72,10.6,False,False,False,0.01012,0.00836,-0.00175,-0.00175,
289,2,34027,34152,6,17,51.283,12.5,Away,Perth,create,middle_third,attacking_third,-13.43,17.73,False,False,False,0.01141,0.00526,-0.00615,0.00615,
290,2,34152,34179,6,30,51.5,2.7,Away,Perth,finish,attacking_third,attacking_third,18.26,31.74,False,False,False,0.00526,0.00262,-0.00264,0.00264,
291,2,34179,34225,6,32,51.533,4.6,Home,Brisbane,chaotic,defensive_third,defensive_third,-32.29,-18.52,False,False,False,0.00326,0.00451,0.00125,0.00125,
292,2,34225,34288,6,37,51.617,6.3,Away,Perth,chaotic,attacking_third,attacking_third,18.51,36.57,True,False,False,0.00439,0.0022,-0.00219,0.00219,
293,2,34288,34312,6,43,51.717,2.4,Home,Brisbane,chaotic,defensive_third,middle_third,-36.31,-15.96,False,False,False,0.00221,0.0036,0.00139,0.00139,
294,2,34312,34333,6,46,51.767,2.1,Away,Perth,finish,middle_third,middle_third,15.71,6.45,False,True,False,0.00427,0.00669,0.00242,-0.00242,pinch
295,2,34333,34403,6,48,51.8,7.0,Away,Perth,create,middle_third,middle_third,5.5,9.91,False,True,False,0.00669,0.00573,-0.00096,0.00096,pinch
296,2,34403,34523,6,55,51.917,12.0,Away,Perth,finish,middle_third,attacking_third,10.34,46.84,True,True,False,0.00573,0.00175,-0.00398,0.00398,pinch
297,2,34608,34694,7,15,52.25,8.6,Home,Brisbane,build_up,defensive_third,defensive_third,-48.21,-20.57,False,False,False,0.00192,0.0018,-0.00011,-0.00011,
298,2,34694,34704,7,24,52.4,1.0,Home,Brisbane,create,defensive_third,middle_third,-19.18,-10.2,False,False,False,0.00347,0.00295,-0.00053,-0.00053,
299,2,34863,34892,7,41,52.683,2.9,Away,Perth,create,middle_third,defensive_third,,-19.53,False,False,False,0.0,0.00948,0.00948,-0.00948,
300,2,34892,34937,7,44,52.733,4.5,Away,Perth,build_up,defensive_third,defensive_third,-20.08,-20.01,False,False,False,0.00948,0.02146,0.01198,-0.01198,
301,2,34937,34939,7,48,52.8,0.2,Away,Perth,create,defensive_third,defensive_third,-19.13,-18.64,False,False,False,0.0172,0.0174,0.00021,-0.00021,
302,2,34939,35035,7,48,52.8,9.6,Home,Brisbane,quick_break,attacking_third,attacking_third,18.47,53.24,False,True,False,0.01441,0.0,-0.01441,-0.01441,chance
303,2,35541,35593,8,49,53.817,5.2,Away,Perth,direct,middle_third,middle_third,,11.78,False,False,False,0.0,0.00505,0.00505,-0.00505,
304,2,35593,35601,8,54,53.9,0.8,Home,Brisbane,chaotic,middle_third,middle_third,-11.21,-7.29,False,False,False,0.00588,0.00738,0.00149,0.00149,
305,2,35601,35629,8,55,53.917,2.8,Away,Perth,create,middle_third,middle_third,7.22,8.94,False,False,False,0.00826,0.00658,-0.00169,0.00169,
306,2,35629,35723,8,57,53.95,9.4,Away,Perth,finish,middle_third,attacking_third,8.94,38.14,False,False,False,0.00584,0.00198,-0.00386,0.00386,
307,2,35836,35945,9,18,54.3,10.9,Home,Brisbane,build_up,defensive_third,defensive_third,-47.89,-20.62,False,False,False,0.00149,0.00406,0.00257,0.00257,
308,2,35945,36010,9,29,54.483,6.5,Home,Brisbane,create,defensive_third,attacking_third,-19.68,27.21,False,False,False,0.00371,0.03546,0.03175,0.03175,
309,2,36010,36065,9,36,54.6,5.5,Home,Brisbane,finish,attacking_third,attacking_third,27.64,30.31,False,False,False,0.02221,0.01985,-0.00236,-0.00236,
310,2,36065,36089,9,41,54.683,2.4,Away,Perth,build_up,defensive_third,defensive_third,-30.34,-20.52,False,False,False,0.03867,0.01138,-0.02728,0.02728,
311,2,36089,36120,9,43,54.717,3.1,Away,Perth,create,defensive_third,defensive_third,-19.75,-19.76,False,False,False,0.01667,0.01992,0.00325,-0.00325,
312,2,36120,36147,9,47,54.783,2.7,Away,Perth,build_up,defensive_third,defensive_third,-20.6,-21.49,False,False,False,0.01468,0.01143,-0.00324,0.00324,
313,2,36147,36151,9,49,54.817,0.4,Away,Perth,create,defensive_third,middle_third,-19.9,-15.51,False,False,False,0.01169,0.01152,-0.00017,0.00017,
314,2,36255,36435,10,0,55.0,18.0,Home,Brisbane,create,middle_third,middle_third,-17.12,-1.4,False,False,False,0.00273,0.00918,0.00646,0.00646,
315,2,36435,36452,10,18,55.3,1.7,Away,Perth,chaotic,middle_third,middle_third,0.24,-5.63,False,False,False,0.01321,0.00924,-0.00397,0.00397,
316,2,36452,36518,10,20,55.333,6.6,Home,Brisbane,create,middle_third,attacking_third,5.67,21.76,False,False,False,0.00945,0.0134,0.00395,0.00395,
317,2,36518,36783,10,26,55.433,26.5,Home,Brisbane,finish,attacking_third,middle_third,22.1,5.36,False,False,False,0.02178,0.00867,-0.01311,-0.01311,
318,2,36783,36902,10,53,55.883,11.9,Home,Brisbane,create,middle_third,middle_third,3.93,11.59,False,False,False,0.01093,0.02203,0.01109,0.01109,
319,2,36902,36918,11,5,56.083,1.6,Away,Perth,chaotic,middle_third,middle_third,-11.89,-9.56,False,False,False,0.0095,0.01378,0.00428,-0.00428,
320,2,36918,36955,11,6,56.1,3.7,Away,Perth,direct,middle_third,attacking_third,-8.76,24.62,False,False,False,0.01017,0.00316,-0.00701,0.00701,
321,2,36955,37340,11,10,56.167,38.5,Home,Brisbane,create,defensive_third,attacking_third,-24.85,19.75,False,True,False,0.00329,0.01781,0.01451,0.01451,chance
322,2,37340,37538,11,49,56.817,19.8,Home,Brisbane,finish,attacking_third,attacking_third,20.4,50.49,True,True,False,0.01369,1.0,0.98631,0.98631,chance
323,2,37941,37951,12,49,57.817,1.0,Away,Perth,direct,middle_third,middle_third,,,False,False,False,0.0,0.0,0.0,-0.0,
324,2,38044,38131,12,59,57.983,8.7,Home,Brisbane,create,middle_third,defensive_third,-12.29,-19.11,False,False,False,0.00342,0.00427,0.00085,0.00085,
325,2,38131,38224,13,8,58.133,9.3,Home,Brisbane,build_up,defensive_third,defensive_third,-20.13,-20.92,False,False,False,0.00419,0.00378,-0.00041,-0.00041,
326,2,38224,38267,13,17,58.283,4.3,Home,Brisbane,create,defensive_third,attacking_third,-19.14,20.03,False,False,False,0.00427,0.01369,0.00942,0.00942,
327,2,38267,38299,13,21,58.35,3.2,Away,Perth,chaotic,defensive_third,defensive_third,-20.94,-28.19,False,False,False,0.01592,0.02073,0.00481,-0.00481,
328,2,38299,38397,13,24,58.4,9.8,Home,Brisbane,finish,attacking_third,attacking_third,28.55,45.66,True,True,False,0.02846,0.0,-0.02846,-0.02846,chance
329,2,38800,38856,14,15,59.25,5.6,Away,Perth,direct,middle_third,middle_third,,15.32,False,True,False,0.0,0.00417,0.00417,-0.00417,pinch
330,2,38856,38955,14,20,59.333,9.9,Away,Perth,finish,middle_third,attacking_third,15.16,46.78,True,True,False,0.00417,0.00207,-0.0021,0.0021,pinch
331,2,38955,39234,14,30,59.5,27.9,Home,Brisbane,build_up,defensive_third,defensive_third,-47.71,-26.19,False,False,False,0.00219,0.00221,2e-05,2e-05,
332,2,39234,39260,14,58,59.967,2.6,Home,Brisbane,direct,defensive_third,middle_third,-25.51,9.92,False,False,False,0.00221,0.01148,0.00927,0.00927,
333,2,39260,39278,15,1,60.017,1.8,Away,Perth,create,middle_third,defensive_third,-10.74,-19.85,False,False,False,0.01127,0.01741,0.00613,-0.00613,
334,2,39278,39318,15,2,60.033,4.0,Away,Perth,build_up,defensive_third,defensive_third,-20.17,-21.56,False,False,False,0.01741,0.00933,-0.00808,0.00808,
335,2,39318,39329,15,6,60.1,1.1,Away,Perth,create,defensive_third,middle_third,-19.89,-8.55,False,False,False,0.01614,0.01217,-0.00397,0.00397,
