Frame,Time,Ball_X,Ball_Y,Ball_GridID,Ball_xT,Home_P1_X,Home_P1_Y,Home_P1_GridID,Home_P1_xT,Home_P2_X,Home_P2_Y,Home_P2_GridID,Home_P2_xT,Home_P3_X,Home_P3_Y,Home_P3_GridID,Home_P3_xT,Home_P4_X,Home_P4_Y,Home_P4_GridID,Home_P4_xT,Home_P5_X,Home_P5_Y,Home_P5_GridID,Home_P5_xT,Home_P6_X,Home_P6_Y,Home_P6_GridID,Home_P6_xT,Home_P7_X,Home_P7_Y,Home_P7_GridID,Home_P7_xT,Home_P8_X,Home_P8_Y,Home_P8_GridID,Home_P8_xT,Home_P9_X,Home_P9_Y,Home_P9_GridID,Home_P9_xT,Home_P10_X,Home_P10_Y,Home_P10_GridID,Home_P10_xT,Home_P11_X,Home_P11_Y,Home_P11_GridID,Home_P11_xT,Away_P1_X,Away_P1_Y,Away_P1_GridID,Away_P1_xT,Away_P2_X,Away_P2_Y,Away_P2_GridID,Away_P2_xT,Away_P3_X,Away_P3_Y,Away_P3_GridID,Away_P3_xT,Away_P4_X,Away_P4_Y,Away_P4_GridID,Away_P4_xT,Away_P5_X,Away_P5_Y,Away_P5_GridID,Away_P5_xT,Away_P6_X,Away_P6_Y,Away_P6_GridID,Away_P6_xT,Away_P7_X,Away_P7_Y,Away_P7_GridID,Away_P7_xT,Away_P8_X,Away_P8_Y,Away_P8_GridID,Away_P8_xT,Away_P9_X,Away_P9_Y,Away_P9_GridID,Away_P9_xT,Away_P10_X,Away_P10_Y,Away_P10_GridID,Away_P10_xT,Away_P11_X,Away_P11_Y,Away_P11_GridID,Away_P11_xT,Home_MAX_xT,Home_SUM_xT,Away_MAX_xT,Away_SUM_xT
70,7.0,0.83886,0.79485,5759,0.00164,0.15505,0.57309,4007,0.00222,0.51638,0.70382,4990,0.00927,0.4301,0.65088,4666,0.00566,0.4219,0.81926,5820,0.00462,0.77543,0.70324,5017,0.01453,0.68743,0.57603,4168,0.02023,0.45333,0.43176,3093,0.00624,0.44952,0.92059,6558,0.00423,0.64771,0.90265,6474,0.01172,0.54362,0.82338,5833,0.00776,0.76133,0.84529,6065,0.01833,0.70714,0.31132,2280,0.00353,0.66533,0.89338,6370,0.00297,0.42505,0.53632,3825,0.01017,0.66752,0.65618,4691,0.00361,0.93533,0.67338,4824,0.00137,0.42305,0.83882,6030,0.0078,0.51314,0.90868,6459,0.00656,0.64019,0.99662,7103,0.00476,0.79562,0.90426,6489,0.00222,0.51838,0.3775,2680,0.00721,0.80648,0.56618,4075,0.00322,0.02023,0.10481,0.01017,0.05342
71,7.1,0.84533,0.78456,5654,0.00141,0.15629,0.57206,4007,0.00222,0.51905,0.70176,4990,0.00927,0.43229,0.64853,4666,0.00566,0.42371,0.81706,5820,0.00462,0.78105,0.70074,5018,0.04223,0.69029,0.57221,4063,0.01817,0.45571,0.42971,3093,0.00624,0.45124,0.91882,6558,0.00423,0.65095,0.89912,6474,0.01172,0.54629,0.82132,5833,0.00776,0.76686,0.83985,6066,0.01488,0.7079,0.30618,2175,0.00528,0.66848,0.89044,6371,0.00626,0.42657,0.53412,3825,0.01017,0.67076,0.655,4691,0.00361,0.93581,0.67368,4824,0.00137,0.42476,0.83721,5925,0.00886,0.51667,0.90544,6460,0.00622,0.64133,0.99662,7103,0.00476,0.79848,0.90426,6489,0.00222,0.51924,0.37529,2680,0.00721,0.80905,0.5625,4075,0.00322,0.04223,0.127,0.01017,0.05918
72,7.2,0.85143,0.77544,5550,0.00145,0.15752,0.57118,4007,0.00222,0.52171,0.69971,4990,0.00927,0.43448,0.64603,4561,0.00586,0.42552,0.81485,5820,0.00462,0.78667,0.69794,5018,0.04223,0.69305,0.56809,4063,0.01817,0.4581,0.4275,3094,0.00729,0.45295,0.91691,6558,0.00423,0.65419,0.89544,6369,0.01475,0.54886,0.81912,5833,0.00776,0.77229,0.83441,5962,0.02012,0.70848,0.30103,2175,0.00528,0.67143,0.88735,6371,0.00626,0.4281,0.53191,3825,0.01017,0.674,0.65382,4691,0.00361,0.936,0.67338,4824,0.00137,0.42648,0.83544,5925,0.00886,0.52019,0.90206,6460,0.00622,0.64248,0.99662,7103,0.00476,0.80152,0.90456,6490,0.00142,0.52019,0.37294,2680,0.00721,0.81171,0.55897,4076,0.00272,0.04223,0.13652,0.01017,0.05788
73,7.3,0.8559,0.76676,5550,0.00145,0.15886,0.57015,4007,0.00222,0.52419,0.6975,4991,0.00687,0.43648,0.64353,4561,0.00586,0.42724,0.8125,5820,0.00462,0.79238,0.69515,5019,0.02019,0.69571,0.56368,4064,0.13524,0.46038,0.42529,2989,0.00742,0.45457,0.915,6558,0.00423,0.65743,0.89132,6370,0.01222,0.55143,0.81676,5833,0.00776,0.77762,0.82882,5962,0.02012,0.70905,0.29574,2175,0.00528,0.67438,0.88412,6371,0.00626,0.42943,0.52971,3826,0.0107,0.67714,0.65265,4692,0.00418,0.9359,0.67265,4824,0.00137,0.4281,0.83353,5925,0.00886,0.52362,0.89868,6460,0.00622,0.64362,0.99662,7103,0.00476,0.80467,0.90515,6490,0.00142,0.52105,0.37074,2680,0.00721,0.81429,0.55515,3971,0.00397,0.13524,0.22675,0.0107,0.06023
74,7.4,0.86152,0.75647,5446,0.00244,0.16009,0.56912,4007,0.00222,0.52667,0.69529,4991,0.00687,0.43857,0.64088,4562,0.00617,0.42886,0.81,5821,0.00547,0.7981,0.69221,5019,0.02019,0.69829,0.55926,4064,0.13524,0.46276,0.42294,2989,0.00742,0.45619,0.91309,6558,0.00423,0.66067,0.88706,6370,0.01222,0.554,0.81456,5834,0.0076,0.78286,0.82338,5858,0.02139,0.70952,0.29059,2070,0.0033,0.67724,0.88059,6267,0.00336,0.43086,0.5275,3721,0.01417,0.68029,0.65147,4692,0.00418,0.93552,0.67147,4824,0.00137,0.42971,0.83162,5926,0.00732,0.52714,0.89515,6356,0.00474,0.64476,0.99632,7103,0.00476,0.8079,0.90603,6490,0.00142,0.5219,0.36853,2680,0.00721,0.81695,0.55147,3971,0.00397,0.13524,0.22902,0.01417,0.0558
75,7.5,0.8681,0.74691,5342,0.00206,0.16133,0.56809,4007,0.00222,0.52905,0.69294,4991,0.00687,0.44048,0.63809,4562,0.00617,0.43038,0.80765,5716,0.00518,0.804,0.68926,4915,0.00796,0.70076,0.55456,3959,0.01679,0.46505,0.42059,2989,0.00742,0.45771,0.91103,6454,0.00434,0.66381,0.88265,6370,0.01222,0.55648,0.81221,5834,0.0076,0.788,0.81794,5858,0.02139,0.71,0.28544,2070,0.0033,0.68,0.87691,6267,0.00336,0.43219,0.52529,3721,0.01417,0.68333,0.65015,4692,0.00418,0.93476,0.67,4824,0.00137,0.43124,0.82956,5926,0.00732,0.53067,0.89162,6356,0.00474,0.6459,0.99603,7103,0.00476,0.81133,0.90721,6491,0.00201,0.52276,0.36647,2575,0.00786,0.81952,0.54794,3972,0.00155,0.02139,0.09816,0.01417,0.05462
76,7.6,0.87343,0.7375,5342,0.00206,0.16267,0.56706,4008,0.00203,0.53143,0.69074,4886,0.00824,0.44238,0.63544,4562,0.00617,0.4319,0.80515,5716,0.00518,0.80981,0.68632,4916,0.01026,0.70305,0.54971,3959,0.01679,0.46733,0.41824,2990,0.0075,0.45924,0.90897,6454,0.00434,0.66695,0.87809,6266,0.0144,0.55895,0.80985,5834,0.0076,0.79314,0.8125,5859,0.01184,0.71029,0.28029,2070,0.0033,0.68267,0.87309,6267,0.00336,0.43343,0.52294,3721,0.01417,0.68638,0.64882,4693,0.00398,0.93381,0.66838,4824,0.00137,0.43276,0.82735,5926,0.00732,0.53419,0.88794,6357,0.00552,0.64714,0.99574,7103,0.00476,0.81467,0.90868,6491,0.00201,0.52362,0.36456,2575,0.00786,0.8221,0.54426,3972,0.00155,0.01679,0.09435,0.01417,0.0552
77,7.7,0.87895,0.72809,5238,0.00227,0.1639,0.56588,4008,0.00203,0.53371,0.68853,4887,0.00866,0.44429,0.63279,4562,0.00617,0.43333,0.80265,5716,0.00518,0.81571,0.68338,4916,0.01026,0.70524,0.54471,3960,0.03061,0.46952,0.41588,2990,0.0075,0.46076,0.90691,6454,0.00434,0.6699,0.87338,6266,0.0144,0.56133,0.80765,5729,0.00776,0.7981,0.80721,5754,0.02004,0.71067,0.27529,1965,0.00399,0.68524,0.86912,6267,0.00336,0.43476,0.52059,3721,0.01417,0.68924,0.64735,4693,0.00398,0.93257,0.66662,4823,0.00226,0.43419,0.82515,5926,0.00732,0.53762,0.88441,6357,0.00552,0.64829,0.99515,7104,0.00268,0.8181,0.91029,6491,0.00201,0.52438,0.36265,2576,0.00748,0.82448,0.54074,3867,0.00323,0.03061,0.11695,0.01417,0.056
78,7.8,0.88486,0.71882,5133,0.00155,0.16514,0.56471,4008,0.00203,0.5359,0.68632,4887,0.00866,0.4461,0.63,4457,0.00669,0.43467,0.80015,5716,0.00518,0.82162,0.68044,4917,0.06198,0.70724,0.53971,3855,0.01164,0.47162,0.41368,2990,0.0075,0.46219,0.90471,6454,0.00434,0.67267,0.86853,6266,0.0144,0.56362,0.80529,5730,0.01068,0.80305,0.80206,5755,0.01708,0.71086,0.27015,1965,0.00399,0.68781,0.86485,6163,0.00341,0.436,0.51824,3721,0.01417,0.692,0.64603,4588,0.0038,0.93124,0.66529,4823,0.00226,0.43552,0.82294,5821,0.00734,0.54105,0.88074,6252,0.00455,0.64933,0.99456,7104,0.00268,0.82152,0.91206,6597,0.00116,0.52524,0.36088,2576,0.00748,0.82667,0.53735,3867,0.00323,0.06198,0.15018,0.01417,0.05407
79,7.9,0.89029,0.70971,5134,0.00187,0.16648,0.56368,4008,0.00203,0.53819,0.68426,4887,0.00866,0.44781,0.6275,4458,0.00776,0.4359,0.7975,5716,0.00518,0.82733,0.67735,4917,0.06198,0.70905,0.53456,3855,0.01164,0.47362,0.41132,2885,0.00814,0.46352,0.90265,6454,0.00434,0.67524,0.86368,6161,0.01295,0.56581,0.80309,5730,0.01068,0.80771,0.79691,5755,0.01708,0.71114,0.26515,1965,0.00399,0.69038,0.86059,6163,0.00341,0.43733,0.51588,3721,0.01417,0.69467,0.64456,4588,0.0038,0.92981,0.66441,4823,0.00226,0.43695,0.82059,5821,0.00734,0.54438,0.87706,6253,0.00415,0.65048,0.99397,7104,0.00268,0.82476,0.91397,6597,0.00116,0.5261,0.35926,2576,0.00748,0.82867,0.53412,3868,0.00238,0.06198,0.15044,0.01417,0.05282
80,8.0,0.89495,0.70118,5029,0.00164,0.16762,0.56265,4008,0.00203,0.54048,0.68221,4887,0.00866,0.44952,0.62485,4458,0.00776,0.43714,0.795,5716,0.00518,0.83295,0.67426,4813,0.03514,0.71067,0.52941,3855,0.01164,0.47552,0.40926,2885,0.00814,0.46486,0.90044,6454,0.00434,0.67771,0.85882,6162,0.0127,0.568,0.80103,5730,0.01068,0.81229,0.79176,5651,0.01842,0.71133,0.26015,1860,0.0036,0.69286,0.85618,6163,0.00341,0.43867,0.51353,3617,0.00894,0.69714,0.64309,4589,0.00342,0.92838,0.66426,4823,0.00226,0.43838,0.81838,5822,0.0076,0.54771,0.87353,6253,0.00415,0.65152,0.99324,7104,0.00268,0.8281,0.91603,6597,0.00116,0.52705,0.35779,2576,0.00748,0.83038,0.53103,3868,0.00238,0.03514,0.12469,0.00894,0.04708
81,8.1,0.89943,0.6925,5030,0.00135,0.16876,0.56162,4008,0.00203,0.54267,0.68015,4887,0.00866,0.45133,0.62235,4458,0.00776,0.43819,0.79235,5612,0.00569,0.83838,0.67103,4814,0.03486,0.71219,0.52426,3750,0.02348,0.47743,0.40721,2886,0.00875,0.4661,0.89838,6454,0.00434,0.6799,0.85412,6162,0.0127,0.5701,0.79897,5730,0.01068,0.81667,0.78676,5651,0.01842,0.71152,0.25515,1860,0.0036,0.69524,0.85162,6058,0.00331,0.44,0.51103,3617,0.00894,0.69962,0.64162,4589,0.00342,0.92667,0.66426,4823,0.00226,0.43981,0.81618,5822,0.0076,0.55086,0.87,6253,0.00415,0.65257,0.99235,7104,0.00268,0.83133,0.91838,6598,0.00155,0.528,0.35632,2576,0.00748,0.83171,0.52794,3763,0.00452,0.03486,0.13737,0.00894,0.04951
82,8.2,0.90371,0.68426,4925,0.0021,0.16971,0.56074,4008,0.00203,0.54476,0.67838,4888,0.00932,0.45286,0.62,4458,0.00776,0.43924,0.78985,5612,0.00569,0.84362,0.66794,4814,0.03486,0.71352,0.51912,3750,0.02348,0.47924,0.40515,2886,0.00875,0.46724,0.89632,6350,0.00474,0.6819,0.84926,6057,0.01363,0.5721,0.79706,5731,0.00928,0.82095,0.78162,5652,0.02966,0.71181,0.25029,1860,0.0036,0.69762,0.84706,6059,0.00281,0.44124,0.50868,3617,0.00894,0.702,0.64029,4589,0.00342,0.92476,0.66471,4823,0.00226,0.44124,0.81397,5822,0.0076,0.554,0.86632,6149,0.00436,0.65343,0.99147,7104,0.00268,0.83457,0.92059,6598,0.00155,0.52886,0.35485,2576,0.00748,0.83286,0.525,3763,0.00452,0.03486,0.1492,0.00894,0.04922
83,8.3,0.90771,0.67603,4821,0.00201,0.17057,0.56,4008,0.00203,0.54686,0.67662,4888,0.00932,0.45438,0.6175,4353,0.0071,0.4401,0.78735,5612,0.00569,0.84867,0.66471,4815,0.00758,0.71457,0.51412,3646,0.01357,0.48086,0.40309,2886,0.00875,0.46829,0.89426,6350,0.00474,0.68371,0.84456,6057,0.01363,0.574,0.79529,5731,0.00928,0.82495,0.77676,5547,0.06567,0.7121,0.24574,1755,0.00325,0.6999,0.84235,6059,0.00281,0.44238,0.50632,3617,0.00894,0.70429,0.63912,4589,0.00342,0.92295,0.66515,4822,0.00174,0.44267,0.81191,5822,0.0076,0.55714,0.86279,6149,0.00436,0.65429,0.99044,7104,0.00268,0.83781,0.92265,6598,0.00155,0.52981,0.35353,2576,0.00748,0.83371,0.52206,3763,0.00452,0.06567,0.14736,0.00894,0.04835
84,8.4,0.90933,0.67088,4821,0.00201,0.17143,0.55912,4009,0.00251,0.54905,0.675,4783,0.00864,0.45581,0.61515,4353,0.0071,0.44076,0.78515,5612,0.00569,0.85343,0.66162,4710,0.05073,0.71543,0.50897,3646,0.01357,0.48238,0.40103,2886,0.00875,0.46924,0.89221,6350,0.00474,0.68524,0.83985,6057,0.01363,0.57581,0.79382,5626,0.00901,0.82867,0.77191,5548,0.03444,0.71238,0.24132,1755,0.00325,0.7021,0.83765,5954,0.0052,0.44362,0.50426,3617,0.00894,0.70657,0.63809,4590,0.00421,0.92124,0.66574,4822,0.00174,0.44419,0.80985,5822,0.0076,0.56029,0.85941,6149,0.00436,0.65505,0.98926,7104,0.00268,0.84086,0.92471,6599,0.00117,0.53067,0.35221,2471,0.00714,0.83429,0.51912,3763,0.00452,0.05073,0.15881,0.00894,0.05081
85,8.5,0.9061,0.67279,4821,0.00201,0.1721,0.55838,3904,0.00155,0.55114,0.67338,4783,0.00864,0.45714,0.61279,4354,0.00771,0.44143,0.78294,5612,0.00569,0.8579,0.65838,4711,0.16667,0.7161,0.50412,3646,0.01357,0.48371,0.39897,2886,0.00875,0.47029,0.89015,6350,0.00474,0.68667,0.83515,5953,0.01067,0.57752,0.79235,5626,0.00901,0.8319,0.76691,5548,0.03444,0.71267,0.23721,1755,0.00325,0.7041,0.83279,5954,0.0052,0.44467,0.50221,3617,0.00894,0.70876,0.63735,4590,0.00421,0.91971,0.66603,4822,0.00174,0.44581,0.80779,5717,0.00776,0.56333,0.85588,6150,0.00561,0.6559,0.98779,7104,0.00268,0.84381,0.92632,6599,0.00117,0.53162,0.35103,2471,0.00714,0.83448,0.51647,3763,0.00452,0.16667,0.27144,0.00894,0.05222
86,8.6,0.89638,0.67897,4925,0.0021,0.17267,0.55765,3904,0.00155,0.55314,0.67206,4784,0.00924,0.45819,0.61059,4354,0.00771,0.4419,0.78088,5612,0.00569,0.862,0.65529,4711,0.16667,0.71648,0.49941,3541,0.01795,0.48486,0.39691,2781,0.00832,0.47124,0.88824,6350,0.00474,0.688,0.83029,5953,0.01067,0.57914,0.79103,5626,0.00901,0.83476,0.76221,5443,0.01041,0.71305,0.23338,1650,0.00536,0.7059,0.82779,5955,0.00333,0.44571,0.50015,3617,0.00894,0.71076,0.63676,4590,0.00421,0.91848,0.66618,4822,0.00174,0.44743,0.80574,5717,0.00776,0.56638,0.8525,6045,0.00709,0.65657,0.98632,7104,0.00268,0.84657,0.92765,6704,0.00096,0.53248,0.34985,2471,0.00714,0.83438,0.51382,3658,0.00304,0.16667,0.25196,0.00894,0.05225
87,8.7,0.87952,0.68485,4923,0.00252,0.17324,0.55691,3904,0.00155,0.55514,0.67074,4784,0.00924,0.45914,0.60838,4354,0.00771,0.44219,0.77912,5507,0.00476,0.86552,0.65206,4711,0.16667,0.71667,0.495,3541,0.01795,0.4859,0.395,2782,0.0102,0.4721,0.88632,6350,0.00474,0.68905,0.82544,5953,0.01067,0.58067,0.78985,5626,0.00901,0.83724,0.75735,5443,0.01041,0.71333,0.23,1650,0.00536,0.70762,0.82279,5850,0.00291,0.44657,0.49838,3512,0.01064,0.71267,0.63647,4590,0.00421,0.91752,0.66618,4822,0.00174,0.44895,0.80353,5718,0.00769,0.56924,0.84912,6045,0.00709,0.65724,0.98471,7000,0.00209,0.84914,0.92853,6705,0.00116,0.53333,0.34882,2471,0.00714,0.8341,0.51118,3658,0.00304,0.16667,0.25291,0.01064,0.05307
88,8.8,0.85971,0.69103,4921,0.00147,0.17381,0.55618,3904,0.00155,0.55705,0.66941,4784,0.00924,0.45981,0.60632,4354,0.00771,0.44238,0.77721,5507,0.00476,0.86867,0.64882,4712,0.05355,0.71657,0.49074,3541,0.01795,0.48667,0.39324,2782,0.0102,0.47286,0.88456,6350,0.00474,0.6899,0.82059,5848,0.01179,0.582,0.78897,5627,0.00967,0.83924,0.75279,5444,0.03469,0.71371,0.22706,1650,0.00536,0.70905,0.81779,5850,0.00291,0.44733,0.49676,3512,0.01064,0.71429,0.63632,4591,0.00333,0.91686,0.66603,4822,0.00174,0.45048,0.80132,5718,0.00769,0.572,0.84574,6046,0.00512,0.6579,0.98309,7000,0.00209,0.85133,0.92897,6705,0.00116,0.5341,0.34794,2472,0.00703,0.83362,0.50868,3658,0.00304,0.05355,0.16585,0.01064,0.05011
89,8.9,0.83981,0.70029,5024,0.00243,0.17429,0.55544,3904,0.00155,0.55886,0.66838,4784,0.00924,0.46029,0.60441,4354,0.00771,0.44248,0.77559,5507,0.00476,0.87133,0.64559,4607,0.13962,0.71619,0.48662,3541,0.01795,0.48733,0.39147,2782,0.0102,0.47352,0.88279,6350,0.00474,0.69067,0.81588,5848,0.01179,0.58324,0.78809,5627,0.00967,0.84086,0.74838,5339,0.00611,0.714,0.22456,1650,0.00536,0.71019,0.81265,5850,0.00291,0.448,0.49529,3513,0.01023,0.71562,0.63632,4591,0.00333,0.91648,0.66529,4822,0.00174,0.4521,0.79912,5718,0.00769,0.57486,0.84265,6046,0.00512,0.65857,0.98118,7000,0.00209,0.85314,0.92912,6705,0.00116,0.53486,0.34735,2472,0.00703,0.83276,0.50647,3658,0.00304,0.13962,0.22334,0.01023,0.0497
90,9.0,0.82171,0.70324,5022,0.00234,0.17467,0.55471,3904,0.00155,0.56057,0.66765,4784,0.00924,0.46057,0.6025,4249,0.00884,0.44267,0.77412,5507,0.00476,0.87343,0.64235,4607,0.13962,0.71562,0.48265,3436,0.01318,0.4881,0.38985,2782,0.0102,0.4741,0.88088,6245,0.00463,0.69114,0.81118,5848,0.01179,0.58438,0.78721,5627,0.00967,0.84181,0.74397,5339,0.00611,0.71429,0.22265,1651,0.00365,0.71114,0.8075,5745,0.00292,0.44867,0.49397,3513,0.01023,0.71676,0.63662,4591,0.00333,0.91667,0.66353,4822,0.00174,0.45362,0.79676,5718,0.00769,0.57771,0.83956,6046,0.00512,0.65924,0.97956,7000,0.00209,0.85467,0.92868,6705,0.00116,0.53552,0.34691,2472,0.00703,0.83171,0.50441,3658,0.00304,0.13962,0.21959,0.01023,0.048
91,9.1,0.80429,0.70529,5020,0.00273,0.17495,0.55397,3904,0.00155,0.56219,0.66735,4785,0.00999,0.46048,0.60059,4249,0.00884,0.44286,0.77265,5507,0.00476,0.87495,0.63926,4607,0.13962,0.71486,0.47882,3436,0.01318,0.48876,0.38853,2782,0.0102,0.47467,0.87912,6245,0.00463,0.69152,0.80662,5743,0.0152,0.58543,0.78647,5627,0.00967,0.84219,0.73985,5339,0.00611,0.71457,0.22103,1651,0.00365,0.71181,0.8025,5745,0.00292,0.44933,0.49294,3513,0.01023,0.71762,0.63721,4591,0.00333,0.91705,0.66103,4717,0.00158,0.45495,0.79426,5718,0.00769,0.58038,0.83662,5941,0.00504,0.6601,0.97794,7000,0.00209,0.85571,0.92794,6705,0.00116,0.53629,0.34662,2472,0.00703,0.83048,0.50279,3658,0.00304,0.13962,0.22375,0.01023,0.04776
92,9.2,0.78848,0.7075,5123,0.00271,0.17524,0.55324,3904,0.00155,0.56371,0.66706,4785,0.00999,0.46029,0.59868,4249,0.00884,0.44305,0.77103,5507,0.00476,0.876,0.63618,4607,0.13962,0.7139,0.47529,3435,0.01904,0.48933,0.3875,2782,0.0102,0.47505,0.8775,6245,0.00463,0.69171,0.80221,5743,0.0152,0.58648,0.78559,5627,0.00967,0.84219,0.73588,5339,0.00611,0.71486,0.21971,1546,0.00317,0.71219,0.7975,5745,0.00292,0.4499,0.49206,3513,0.01023,0.71819,0.63794,4591,0.00333,0.91771,0.65838,4717,0.00158,0.45619,0.79191,5613,0.00784,0.58257,0.83368,5942,0.00457,0.66086,0.97632,7000,0.00209,0.85629,0.92691,6705,0.00116,0.53705,0.34662,2472,0.00703,0.82905,0.50132,3658,0.00304,0.13962,0.22961,0.01023,0.04696
93,9.3,0.77181,0.71088,5122,0.00288,0.17543,0.5525,3904,0.00155,0.56514,0.66721,4785,0.00999,0.4599,0.59706,4249,0.00884,0.44324,0.76956,5507,0.00476,0.87657,0.63324,4608,0.00617,0.71295,0.47176,3435,0.01904,0.49,0.38676,2782,0.0102,0.47533,0.87574,6245,0.00463,0.6919,0.79794,5743,0.0152,0.58743,0.785,5627,0.00967,0.84171,0.73235,5234,0.03986,0.71514,0.21868,1546,0.00317,0.71238,0.7925,5640,0.00318,0.45057,0.49162,3513,0.01023,0.71848,0.63897,4591,0.00333,0.91857,0.65574,4717,0.00158,0.45743,0.78941,5614,0.00811,0.58457,0.83074,5942,0.00457,0.66171,0.97471,7000,0.00209,0.85648,0.92544,6600,0.0011,0.53771,0.34676,2472,0.00703,0.82743,0.50029,3657,0.00233,0.03986,0.12991,0.01023,0.04672
94,9.4,0.75629,0.71485,5120,0.00312,0.17543,0.55206,3904,0.00155,0.56648,0.66735,4785,0.00999,0.45943,0.59559,4249,0.00884,0.44352,0.76809,5507,0.00476,0.87667,0.63029,4503,0.02445,0.71181,0.46853,3330,0.01597,0.49048,0.38647,2782,0.0102,0.47533,0.87412,6245,0.00463,0.6919,0.79382,5638,0.01129,0.58838,0.78441,5627,0.00967,0.84095,0.72912,5234,0.03986,0.71543,0.21809,1546,0.00317,0.71229,0.78779,5640,0.00318,0.45114,0.49132,3513,0.01023,0.71838,0.64015,4591,0.00333,0.91943,0.65309,4717,0.00158,0.45838,0.78706,5614,0.00811,0.58629,0.82779,5942,0.00457,0.66267,0.97309,7000,0.00209,0.85619,0.92368,6600,0.0011,0.53838,0.34706,2472,0.00703,0.82571,0.49956,3552,0.0036,0.03986,0.14121,0.01023,0.04799
95,9.5,0.74181,0.71971,5118,0.00288,0.17543,0.55162,3904,0.00155,0.56762,0.66765,4785,0.00999,0.45876,0.59441,4249,0.00884,0.444,0.76662,5507,0.00476,0.87648,0.6275,4503,0.02445,0.71067,0.46544,3330,0.01597,0.49086,0.38647,2782,0.0102,0.47514,0.87235,6245,0.00463,0.69181,0.78971,5638,0.01129,0.58924,0.78382,5627,0.00967,0.8399,0.72603,5234,0.03986,0.71571,0.2175,1546,0.00317,0.7119,0.78324,5640,0.00318,0.45162,0.49132,3513,0.01023,0.7181,0.64147,4591,0.00333,0.92029,0.65029,4717,0.00158,0.45943,0.78485,5614,0.00811,0.58781,0.82471,5942,0.00457,0.66352,0.97162,7000,0.00209,0.85562,0.92176,6600,0.0011,0.53895,0.34765,2472,0.00703,0.824,0.49926,3552,0.0036,0.03986,0.14121,0.01023,0.04799
96,9.6,0.7281,0.72574,5222,0.00337,0.17533,0.55132,3904,0.00155,0.56857,0.66809,4785,0.00999,0.45781,0.59338,4249,0.00884,0.44448,0.76544,5507,0.00476,0.8761,0.625,4502,0.02367,0.70943,0.46235,3330,0.01597,0.49124,0.38662,2782,0.0102,0.47467,0.87059,6245,0.00463,0.69152,0.78588,5638,0.01129,0.5901,0.78338,5627,0.00967,0.83857,0.72353,5234,0.03986,0.7159,0.21735,1546,0.00317,0.71143,0.77897,5535,0.00327,0.45219,0.49162,3513,0.01023,0.71762,0.64294,4591,0.00333,0.92105,0.64765,4717,0.00158,0.46038,0.78279,5614,0.00811,0.58914,0.82162,5837,0.00528,0.66448,0.96985,6895,0.00461,0.85467,0.91971,6600,0.0011,0.53952,0.34838,2472,0.00703,0.82219,0.49926,3552,0.0036,0.03986,0.14043,0.01023,0.05131
97,9.7,0.71486,0.7275,5221,0.00284,0.17524,0.55118,3904,0.00155,0.56933,0.66838,4785,0.00999,0.45686,0.59265,4248,0.00677,0.44514,0.76426,5402,0.0066,0.87543,0.62279,4502,0.02367,0.7081,0.45956,3330,0.01597,0.49133,0.38706,2782,0.0102,0.47371,0.86868,6245,0.00463,0.69105,0.78191,5638,0.01129,0.59076,0.78294,5628,0.00956,0.83705,0.72118,5233,0.01148,0.71619,0.21735,1546,0.00317,0.71067,0.775,5535,0.00327,0.45257,0.49235,3513,0.01023,0.71686,0.64441,4591,0.00333,0.9219,0.64515,4612,0.00147,0.46143,0.78074,5614,0.00811,0.59019,0.81853,5837,0.00528,0.66533,0.96794,6895,0.00461,0.85343,0.91735,6600,0.0011,0.5401,0.34941,2472,0.00703,0.82038,0.49971,3552,0.0036,0.02367,0.11171,0.01023,0.0512
98,9.8,0.70352,0.72706,5219,0.00377,0.17514,0.55103,3904,0.00155,0.56971,0.66882,4785,0.00999,0.45571,0.59206,4248,0.00677,0.4459,0.76309,5402,0.0066,0.87448,0.62059,4502,0.02367,0.70667,0.45706,3330,0.01597,0.49114,0.38765,2782,0.0102,0.47267,0.86676,6140,0.00452,0.69038,0.77809,5533,0.01741,0.59152,0.78235,5628,0.00956,0.83533,0.71926,5128,0.02825,0.71629,0.21765,1546,0.00317,0.70962,0.77118,5535,0.00327,0.45295,0.49309,3513,0.01023,0.7159,0.64603,4591,0.00333,0.92267,0.64279,4612,0.00147,0.46257,0.77882,5509,0.0086,0.59105,0.81544,5838,0.00531,0.66629,0.96588,6895,0.00461,0.852,0.91485,6600,0.0011,0.54057,0.35059,2472,0.00703,0.81838,0.50029,3656,0.00552,0.02825,0.13449,0.01023,0.05364
