Frame,Time,Ball_X,Ball_Y,Ball_GridID,Ball_xT,Home_P1_X,Home_P1_Y,Home_P1_GridID,Home_P1_xT,Home_P2_X,Home_P2_Y,Home_P2_GridID,Home_P2_xT,Home_P3_X,Home_P3_Y,Home_P3_GridID,Home_P3_xT,Home_P4_X,Home_P4_Y,Home_P4_GridID,Home_P4_xT,Home_P5_X,Home_P5_Y,Home_P5_GridID,Home_P5_xT,Home_P6_X,Home_P6_Y,Home_P6_GridID,Home_P6_xT,Home_P7_X,Home_P7_Y,Home_P7_GridID,Home_P7_xT,Home_P8_X,Home_P8_Y,Home_P8_GridID,Home_P8_xT,Home_P9_X,Home_P9_Y,Home_P9_GridID,Home_P9_xT,Home_P10_X,Home_P10_Y,Home_P10_GridID,Home_P10_xT,Home_P11_X,Home_P11_Y,Home_P11_GridID,Home_P11_xT,Away_P1_X,Away_P1_Y,Away_P1_GridID,Away_P1_xT,Away_P2_X,Away_P2_Y,Away_P2_GridID,Away_P2_xT,Away_P3_X,Away_P3_Y,Away_P3_GridID,Away_P3_xT,Away_P4_X,Away_P4_Y,Away_P4_GridID,Away_P4_xT,Away_P5_X,Away_P5_Y,Away_P5_GridID,Away_P5_xT,Away_P6_X,Away_P6_Y,Away_P6_GridID,Away_P6_xT,Away_P7_X,Away_P7_Y,Away_P7_GridID,Away_P7_xT,Away_P8_X,Away_P8_Y,Away_P8_GridID,Away_P8_xT,Away_P9_X,Away_P9_Y,Away_P9_GridID,Away_P9_xT,Away_P10_X,Away_P10_Y,Away_P10_GridID,Away_P10_xT,Away_P11_X,Away_P11_Y,Away_P11_GridID,Away_P11_xT,Home_MAX_xT,Home_SUM_xT,Away_MAX_xT,Away_SUM_xT
147,14.7,0.63867,0.40941,2903,0.00465,0.15629,0.52588,3692,0.00333,0.53238,0.56279,4046,0.00919,0.40838,0.51971,3718,0.00543,0.4659,0.65676,4669,0.00647,0.75333,0.60235,4280,0.02655,0.62895,0.46044,3322,0.01122,0.4999,0.38147,2678,0.00634,0.42714,0.77897,5505,0.00487,0.62333,0.61985,4476,0.01183,0.56286,0.69279,4995,0.01064,0.69486,0.62706,4483,0.01512,0.68076,0.29794,2172,0.00477,0.63114,0.60103,4267,0.00458,0.41857,0.5025,3614,0.01471,0.63514,0.50132,3637,0.00453,0.91886,0.52529,3772,0.00248,0.53105,0.70721,5096,0.00725,0.53371,0.73824,5307,0.00569,0.65962,0.84824,6055,0.00369,0.73581,0.71324,5118,0.00288,0.53667,0.40456,2892,0.00791,0.72,0.49809,3541,0.00414,0.02655,0.11099,0.01471,0.06263
148,14.8,0.63933,0.39544,2798,0.00521,0.156,0.52412,3692,0.00333,0.53343,0.55676,3942,0.00985,0.40781,0.51515,3718,0.00543,0.46295,0.65426,4669,0.00647,0.75086,0.60044,4279,0.05351,0.62724,0.45574,3216,0.01159,0.50067,0.37824,2678,0.00634,0.42676,0.77676,5505,0.00487,0.62305,0.61559,4371,0.01359,0.56267,0.69,4890,0.00973,0.69305,0.62176,4483,0.01512,0.67886,0.29603,2172,0.00477,0.632,0.59721,4267,0.00458,0.41733,0.49941,3509,0.01217,0.63419,0.49412,3532,0.006,0.91867,0.52338,3772,0.00248,0.52952,0.70603,5096,0.00725,0.53276,0.73647,5306,0.00667,0.65952,0.84397,6055,0.00369,0.7339,0.70853,5118,0.00288,0.53667,0.40029,2892,0.00791,0.71924,0.49588,3541,0.00414,0.05351,0.13983,0.01217,0.06254
149,14.9,0.63971,0.38221,2693,0.00502,0.15571,0.52235,3692,0.00333,0.53438,0.55044,3942,0.00985,0.40724,0.51059,3613,0.00662,0.46,0.65177,4669,0.00647,0.74848,0.59823,4279,0.05351,0.62562,0.45074,3216,0.01159,0.50143,0.37485,2678,0.00634,0.42638,0.77441,5505,0.00487,0.62267,0.61132,4371,0.01359,0.56238,0.68721,4890,0.00973,0.69114,0.61647,4378,0.01198,0.67686,0.29397,2067,0.00427,0.63276,0.59338,4267,0.00458,0.416,0.49618,3509,0.01217,0.63333,0.48691,3532,0.006,0.91838,0.52162,3772,0.00248,0.5279,0.70471,4991,0.00674,0.53171,0.73471,5201,0.00681,0.65943,0.83971,6055,0.00369,0.732,0.70397,5012,0.0036,0.53648,0.39544,2787,0.00652,0.71867,0.49368,3541,0.00414,0.05351,0.13788,0.01217,0.061
150,15.0,0.64038,0.36897,2693,0.00502,0.15543,0.52059,3692,0.00333,0.53524,0.54426,3942,0.00985,0.40648,0.50588,3613,0.00662,0.45705,0.64897,4668,0.00621,0.7461,0.59588,4279,0.05351,0.62409,0.44544,3216,0.01159,0.50229,0.37118,2678,0.00634,0.42581,0.77191,5505,0.00487,0.62219,0.60721,4371,0.01359,0.5621,0.68426,4890,0.00973,0.68933,0.61118,4378,0.01198,0.67486,0.29162,2066,0.0043,0.63352,0.58941,4267,0.00458,0.41457,0.49279,3509,0.01217,0.63248,0.47956,3427,0.00529,0.91819,0.51971,3772,0.00248,0.52629,0.70338,4991,0.00674,0.53067,0.73294,5201,0.00681,0.65933,0.83559,5950,0.00363,0.7301,0.69956,5012,0.0036,0.53619,0.39015,2787,0.00652,0.7181,0.49147,3541,0.00414,0.05351,0.13762,0.01217,0.06026
151,15.1,0.64124,0.35662,2588,0.0053,0.15505,0.51882,3692,0.00333,0.536,0.53794,3837,0.01123,0.40571,0.50103,3613,0.00662,0.45419,0.64632,4563,0.00711,0.74371,0.59338,4279,0.05351,0.62276,0.43956,3111,0.01341,0.50314,0.36735,2573,0.01034,0.42524,0.76941,5505,0.00487,0.62171,0.60309,4371,0.01359,0.56171,0.68147,4889,0.00904,0.68752,0.60574,4378,0.01198,0.67286,0.28897,2066,0.0043,0.63419,0.58559,4162,0.00497,0.41314,0.48926,3509,0.01217,0.63181,0.47221,3427,0.00529,0.918,0.51779,3772,0.00248,0.52467,0.70191,4991,0.00674,0.52952,0.73103,5201,0.00681,0.65924,0.83132,5950,0.00363,0.72819,0.69529,5012,0.0036,0.53571,0.38426,2787,0.00652,0.71752,0.48926,3541,0.00414,0.05351,0.14503,0.01217,0.06065
152,15.2,0.64248,0.34456,2483,0.00424,0.15467,0.51691,3692,0.00333,0.53657,0.53147,3837,0.01123,0.40486,0.49603,3508,0.00638,0.45124,0.64338,4563,0.00711,0.74143,0.59088,4278,0.02329,0.62143,0.43353,3111,0.01341,0.504,0.36324,2573,0.01034,0.42476,0.76662,5505,0.00487,0.62124,0.59912,4266,0.01197,0.56133,0.67853,4889,0.00904,0.68562,0.60044,4272,0.01651,0.67086,0.28603,2066,0.0043,0.63486,0.58162,4162,0.00497,0.41171,0.48574,3509,0.01217,0.63114,0.46471,3322,0.00623,0.91771,0.51588,3772,0.00248,0.52305,0.70029,4990,0.00824,0.52838,0.72912,5201,0.00681,0.65905,0.82691,5950,0.00363,0.72638,0.69103,4907,0.00317,0.53505,0.37779,2682,0.00747,0.71695,0.48691,3541,0.00414,0.02329,0.11748,0.01217,0.06361
153,15.3,0.6439,0.33235,2378,0.00527,0.15429,0.51515,3692,0.00333,0.53695,0.525,3732,0.0087,0.4039,0.49088,3508,0.00638,0.44838,0.64044,4563,0.00711,0.73924,0.58809,4173,0.0262,0.62029,0.42691,3111,0.01341,0.50486,0.35897,2574,0.00795,0.4241,0.76397,5400,0.00569,0.62076,0.59529,4266,0.01197,0.56095,0.67559,4784,0.00924,0.68381,0.595,4272,0.01651,0.66886,0.28294,2066,0.0043,0.63543,0.57779,4162,0.00497,0.41019,0.48206,3404,0.01116,0.63067,0.45735,3322,0.00623,0.91752,0.51397,3667,0.00203,0.52124,0.69868,4990,0.00824,0.52724,0.72721,5201,0.00681,0.65895,0.8225,5845,0.00381,0.72448,0.68691,4907,0.00317,0.53429,0.37103,2682,0.00747,0.71638,0.48471,3436,0.00346,0.0262,0.11649,0.01116,0.06165
154,15.4,0.64514,0.32015,2273,0.00442,0.1539,0.51324,3587,0.00251,0.53724,0.51824,3732,0.0087,0.40286,0.48559,3508,0.00638,0.44552,0.63735,4562,0.00617,0.73705,0.58529,4173,0.0262,0.61924,0.41985,3006,0.01421,0.50571,0.35456,2574,0.00795,0.42352,0.76103,5400,0.00569,0.62029,0.59162,4266,0.01197,0.56048,0.6725,4784,0.00924,0.6819,0.58971,4272,0.01651,0.66695,0.27941,2066,0.0043,0.636,0.57382,4162,0.00497,0.40857,0.47838,3403,0.01189,0.63038,0.44985,3217,0.00483,0.91733,0.51191,3667,0.00203,0.51933,0.69706,4990,0.00824,0.526,0.72529,5201,0.00681,0.65886,0.81779,5845,0.00381,0.72267,0.68294,4906,0.00365,0.53352,0.36382,2577,0.00778,0.7159,0.48235,3436,0.00346,0.0262,0.11553,0.01189,0.06177
155,15.5,0.64629,0.30838,2168,0.00446,0.15352,0.51147,3587,0.00251,0.53733,0.51147,3627,0.00875,0.4019,0.48015,3403,0.00771,0.44267,0.63426,4562,0.00617,0.73486,0.5825,4173,0.0262,0.61829,0.4125,3005,0.00884,0.50667,0.34971,2469,0.00599,0.42286,0.75809,5400,0.00569,0.61971,0.58794,4161,0.00996,0.5599,0.66926,4784,0.00924,0.6799,0.58426,4167,0.02065,0.66505,0.27559,1960,0.00415,0.63648,0.56985,4057,0.005,0.40705,0.47471,3403,0.01189,0.63029,0.44235,3217,0.00483,0.91714,0.51015,3667,0.00203,0.51733,0.69515,4990,0.00824,0.52476,0.72324,5201,0.00681,0.65886,0.81294,5845,0.00381,0.72086,0.67912,4906,0.00365,0.53267,0.35647,2576,0.00748,0.71533,0.48015,3436,0.00346,0.0262,0.11171,0.01189,0.06135
156,15.6,0.64762,0.29662,2168,0.00446,0.15324,0.50956,3587,0.00251,0.53733,0.50471,3627,0.00875,0.40076,0.47456,3403,0.00771,0.43981,0.63103,4457,0.00669,0.73276,0.57941,4172,0.01455,0.61733,0.40471,2900,0.01234,0.50771,0.34471,2469,0.00599,0.4221,0.75515,5400,0.00569,0.61914,0.58441,4161,0.00996,0.55924,0.66618,4784,0.00924,0.678,0.57868,4167,0.02065,0.66324,0.27162,1960,0.00415,0.63705,0.56588,4057,0.005,0.40543,0.47088,3403,0.01189,0.63029,0.435,3112,0.0047,0.91695,0.50824,3667,0.00203,0.51524,0.69309,4990,0.00824,0.52343,0.72118,5200,0.00726,0.65905,0.80765,5740,0.00427,0.71914,0.67544,4801,0.00295,0.53171,0.34882,2471,0.00714,0.71476,0.47779,3436,0.00346,0.02065,0.10408,0.01189,0.06109
157,15.7,0.64914,0.285,2064,0.00386,0.15286,0.50779,3587,0.00251,0.53724,0.49779,3522,0.00747,0.39952,0.46882,3297,0.00563,0.43705,0.62779,4456,0.00612,0.73067,0.57647,4172,0.01455,0.61638,0.39647,2795,0.01281,0.50876,0.33926,2469,0.00599,0.42133,0.75206,5400,0.00569,0.61848,0.58103,4160,0.01138,0.55848,0.66279,4784,0.00924,0.676,0.57324,4061,0.02396,0.66143,0.26735,1960,0.00415,0.63743,0.56176,4057,0.005,0.40371,0.46706,3298,0.01083,0.63057,0.42779,3112,0.0047,0.91686,0.50632,3667,0.00203,0.51314,0.69103,4884,0.00901,0.522,0.71912,5095,0.00709,0.65924,0.80206,5740,0.00427,0.71733,0.67191,4801,0.00295,0.53086,0.34132,2471,0.00714,0.71419,0.47574,3435,0.00397,0.02396,0.10535,0.01083,0.06114
158,15.8,0.65076,0.27382,1959,0.00416,0.15248,0.50588,3587,0.00251,0.53695,0.49088,3522,0.00747,0.39819,0.46309,3297,0.00563,0.43419,0.62441,4456,0.00612,0.72867,0.57338,4067,0.01074,0.61543,0.38794,2795,0.01281,0.50981,0.33382,2364,0.00922,0.42057,0.74897,5295,0.00631,0.61781,0.57765,4160,0.01138,0.55762,0.65941,4679,0.00952,0.674,0.56765,4061,0.02396,0.65971,0.26294,1855,0.0042,0.63771,0.55779,3952,0.00539,0.402,0.46324,3298,0.01083,0.63105,0.42074,3007,0.005,0.91667,0.50456,3667,0.00203,0.51095,0.68882,4884,0.00901,0.52057,0.71706,5095,0.00709,0.65962,0.79618,5740,0.00427,0.71562,0.66853,4801,0.00295,0.5301,0.33353,2366,0.00753,0.71371,0.47353,3435,0.00397,0.02396,0.10567,0.01083,0.06227
159,15.9,0.65171,0.26338,1854,0.00436,0.1521,0.50397,3586,0.00263,0.53657,0.48397,3417,0.00992,0.39695,0.45721,3297,0.00563,0.43143,0.62103,4456,0.00612,0.72676,0.57029,4067,0.01074,0.61457,0.37912,2690,0.01304,0.51086,0.32794,2364,0.00922,0.41971,0.74588,5295,0.00631,0.61705,0.57456,4160,0.01138,0.55676,0.65603,4679,0.00952,0.672,0.56206,4061,0.02396,0.6581,0.25824,1855,0.0042,0.638,0.55382,3952,0.00539,0.40038,0.45941,3298,0.01083,0.63171,0.41368,3007,0.005,0.91657,0.50265,3667,0.00203,0.50876,0.68662,4884,0.00901,0.51905,0.715,5095,0.00709,0.66019,0.79015,5635,0.0029,0.71381,0.66544,4800,0.00367,0.52943,0.32588,2366,0.00753,0.71314,0.47147,3435,0.00397,0.02396,0.10847,0.01083,0.06162
160,16.0,0.65162,0.25441,1854,0.00436,0.15152,0.50206,3586,0.00263,0.5361,0.47721,3417,0.00992,0.39562,0.45132,3192,0.00671,0.42867,0.6175,4351,0.00728,0.72476,0.56735,4067,0.01074,0.61371,0.37015,2690,0.01304,0.51181,0.32177,2259,0.00927,0.41895,0.74265,5294,0.00389,0.61638,0.57162,4055,0.00902,0.55571,0.65235,4679,0.00952,0.6701,0.55647,3956,0.017,0.65648,0.25368,1854,0.00436,0.63819,0.54971,3953,0.00457,0.39876,0.45544,3192,0.0094,0.63257,0.40691,2902,0.00451,0.91648,0.50088,3667,0.00203,0.50657,0.68412,4884,0.00901,0.51743,0.71294,5095,0.00709,0.66086,0.78368,5635,0.0029,0.712,0.66235,4800,0.00367,0.52886,0.31824,2261,0.00781,0.71267,0.46941,3330,0.00456,0.017,0.09902,0.0094,0.05991
161,16.1,0.6501,0.24662,1749,0.00667,0.15095,0.50029,3586,0.00263,0.53552,0.47029,3312,0.00817,0.39438,0.44544,3192,0.00671,0.426,0.61397,4350,0.00639,0.72276,0.56456,4066,0.01512,0.61286,0.36103,2585,0.01298,0.51267,0.31559,2259,0.00927,0.41819,0.73956,5294,0.00389,0.61562,0.56882,4055,0.00902,0.55457,0.64868,4679,0.00952,0.66819,0.55088,3956,0.017,0.65486,0.24897,1749,0.00667,0.63829,0.54588,3953,0.00457,0.39724,0.45147,3192,0.0094,0.63371,0.40015,2902,0.00451,0.91638,0.49897,3562,0.00192,0.50448,0.68162,4883,0.00513,0.5159,0.71088,5095,0.00709,0.66162,0.77721,5530,0.00329,0.71029,0.65956,4695,0.00368,0.52848,0.31074,2261,0.00781,0.7121,0.46735,3330,0.00456,0.017,0.1007,0.0094,0.05863
162,16.2,0.64733,0.23985,1748,0.00446,0.15038,0.49838,3481,0.00332,0.53486,0.46338,3312,0.00817,0.39314,0.43941,3087,0.00581,0.42333,0.61029,4350,0.00639,0.72076,0.56176,4066,0.01512,0.612,0.35176,2480,0.01309,0.51352,0.30926,2259,0.00927,0.41743,0.73632,5294,0.00389,0.61486,0.56603,4055,0.00902,0.55333,0.645,4574,0.0073,0.66629,0.54529,3955,0.01335,0.65324,0.24426,1749,0.00667,0.63829,0.54191,3848,0.00467,0.39571,0.44735,3192,0.0094,0.63486,0.39353,2797,0.00505,0.91619,0.49706,3562,0.00192,0.50238,0.67912,4883,0.00513,0.51429,0.70882,5095,0.00709,0.66248,0.77029,5530,0.00329,0.70848,0.65691,4695,0.00368,0.52829,0.30353,2156,0.00698,0.71162,0.46559,3330,0.00456,0.01512,0.09473,0.0094,0.05844
163,16.3,0.64371,0.23456,1643,0.00398,0.14971,0.49662,3481,0.00332,0.53419,0.45662,3312,0.00817,0.39181,0.43338,3087,0.00581,0.42067,0.60662,4350,0.00639,0.71876,0.55897,4066,0.01512,0.61114,0.3425,2480,0.01309,0.51419,0.30294,2154,0.00873,0.41676,0.73309,5189,0.00584,0.61409,0.56338,4055,0.00902,0.552,0.64103,4573,0.01279,0.66448,0.53971,3850,0.01737,0.65162,0.23971,1749,0.00667,0.63819,0.53809,3848,0.00467,0.39429,0.44324,3192,0.0094,0.63619,0.38721,2797,0.00505,0.9161,0.49515,3562,0.00192,0.50029,0.67647,4883,0.00513,0.51257,0.70662,5094,0.00743,0.66343,0.76338,5425,0.00365,0.70667,0.65426,4695,0.00368,0.52819,0.29647,2156,0.00698,0.71105,0.46382,3330,0.00456,0.01737,0.10565,0.0094,0.05914
164,16.4,0.64038,0.22956,1643,0.00398,0.14905,0.49485,3481,0.00332,0.53352,0.44971,3207,0.00962,0.39038,0.4275,3086,0.00462,0.4181,0.60294,4244,0.00746,0.71667,0.55632,3961,0.01928,0.61038,0.33324,2375,0.01564,0.51476,0.29662,2155,0.0079,0.4161,0.72985,5189,0.00584,0.61333,0.56074,4055,0.00902,0.55057,0.63706,4573,0.01279,0.66267,0.53412,3850,0.01737,0.64981,0.23529,1644,0.00425,0.63791,0.53441,3847,0.00744,0.39295,0.43912,3087,0.01293,0.63743,0.38088,2692,0.00503,0.9159,0.49324,3562,0.00192,0.4981,0.67368,4778,0.00572,0.51086,0.70441,4989,0.00828,0.66438,0.75632,5425,0.00365,0.70486,0.65177,4695,0.00368,0.52838,0.28956,2051,0.00753,0.71048,0.46221,3330,0.00456,0.01928,0.11286,0.01293,0.06499
165,16.5,0.63705,0.22559,1642,0.00433,0.14848,0.49309,3481,0.00332,0.53286,0.44279,3206,0.01021,0.38895,0.42162,2981,0.00681,0.41552,0.59927,4244,0.00746,0.71467,0.55368,3961,0.01928,0.60962,0.32412,2375,0.01564,0.51505,0.29044,2050,0.00879,0.41552,0.72647,5189,0.00584,0.61267,0.55824,3950,0.01091,0.54905,0.63309,4573,0.01279,0.66095,0.52853,3745,0.01727,0.6479,0.23118,1644,0.00425,0.63752,0.53088,3847,0.00744,0.39181,0.435,3087,0.01293,0.63876,0.37485,2693,0.00502,0.91571,0.49132,3562,0.00192,0.496,0.67103,4778,0.00572,0.50905,0.70221,4989,0.00828,0.66533,0.74926,5320,0.00403,0.70305,0.64926,4694,0.00322,0.52876,0.28294,2051,0.00753,0.7099,0.46059,3330,0.00456,0.01928,0.11832,0.01293,0.0649
166,16.6,0.63438,0.22206,1642,0.00433,0.148,0.49132,3481,0.00332,0.53219,0.43588,3101,0.00971,0.38733,0.41574,2981,0.00681,0.41314,0.59559,4244,0.00746,0.71257,0.55118,3960,0.03061,0.60886,0.315,2269,0.01146,0.51505,0.28441,2050,0.00879,0.41495,0.72338,5189,0.00584,0.612,0.55574,3950,0.01091,0.54752,0.62897,4468,0.00945,0.65924,0.52294,3745,0.01727,0.64581,0.22735,1643,0.00398,0.63705,0.52735,3742,0.00458,0.39057,0.43088,3087,0.01293,0.64,0.36897,2693,0.00502,0.91562,0.48941,3562,0.00192,0.4939,0.66824,4777,0.00844,0.50714,0.7,4989,0.00828,0.66629,0.74221,5320,0.00403,0.70143,0.64691,4589,0.00342,0.52943,0.27676,1946,0.00855,0.70933,0.45926,3330,0.00456,0.03061,0.12163,0.01293,0.06571
167,16.7,0.63238,0.21956,1537,0.00436,0.14752,0.48985,3481,0.00332,0.53162,0.42912,3101,0.00971,0.38571,0.40985,2876,0.00526,0.41067,0.59176,4244,0.00746,0.71048,0.54868,3960,0.03061,0.608,0.30618,2164,0.01241,0.51467,0.27868,1945,0.00819,0.41438,0.72015,5084,0.00658,0.61124,0.55324,3950,0.01091,0.54581,0.62485,4468,0.00945,0.65752,0.5175,3745,0.01727,0.64343,0.22368,1643,0.00398,0.63648,0.52397,3742,0.00458,0.38952,0.42691,3086,0.01508,0.64114,0.36338,2588,0.0053,0.91543,0.48765,3562,0.00192,0.49181,0.66529,4777,0.00844,0.50514,0.69765,4989,0.00828,0.66733,0.73485,5216,0.00395,0.69971,0.64441,4589,0.00342,0.53019,0.27088,1946,0.00855,0.70867,0.45809,3330,0.00456,0.03061,0.12117,0.01508,0.06806
168,16.8,0.63029,0.21765,1537,0.00436,0.14714,0.48824,3481,0.00332,0.53105,0.42235,2996,0.00793,0.3841,0.40397,2876,0.00526,0.40829,0.58809,4138,0.00555,0.70848,0.54618,3960,0.03061,0.60705,0.29765,2164,0.01241,0.514,0.27294,1944,0.00847,0.41381,0.71691,5084,0.00658,0.61067,0.55074,3950,0.01091,0.54419,0.62074,4468,0.00945,0.65581,0.51206,3639,0.01299,0.64086,0.22044,1538,0.00447,0.63571,0.52073,3742,0.00458,0.38838,0.42294,2981,0.00884,0.642,0.35779,2588,0.0053,0.91514,0.48603,3562,0.00192,0.48952,0.66221,4777,0.00844,0.50305,0.69529,4988,0.01321,0.66838,0.7275,5216,0.00395,0.69819,0.64191,4589,0.00342,0.53114,0.26559,1946,0.00855,0.708,0.45691,3330,0.00456,0.03061,0.11348,0.01321,0.06724
169,16.9,0.62838,0.21618,1536,0.00525,0.14676,0.48676,3481,0.00332,0.53067,0.41574,2996,0.00793,0.38219,0.39824,2876,0.00526,0.4059,0.58441,4138,0.00555,0.70638,0.54397,3855,0.01164,0.606,0.28926,2059,0.01215,0.51295,0.2675,1944,0.00847,0.41305,0.71368,5084,0.00658,0.61,0.54838,3950,0.01091,0.54238,0.61662,4362,0.00712,0.6541,0.50647,3639,0.01299,0.638,0.2175,1537,0.00436,0.63486,0.51765,3742,0.00458,0.38733,0.41897,2981,0.00884,0.64276,0.3525,2483,0.00424,0.91495,0.48441,3457,0.00206,0.48724,0.65912,4672,0.00725,0.50086,0.69294,4988,0.01321,0.66943,0.71985,5111,0.00421,0.69676,0.63956,4589,0.00342,0.53229,0.26074,1841,0.00787,0.70733,0.45588,3225,0.00337,0.01299,0.09192,0.01321,0.06341
170,17.0,0.62648,0.21382,1536,0.00525,0.14638,0.48544,3481,0.00332,0.53029,0.40926,2891,0.00871,0.38019,0.39235,2770,0.00506,0.40352,0.58059,4138,0.00555,0.70429,0.54191,3854,0.02076,0.60476,0.28103,2059,0.01215,0.51162,0.26206,1839,0.00699,0.41238,0.71044,5084,0.00658,0.60924,0.54618,3949,0.00746,0.54057,0.6125,4362,0.00712,0.65219,0.50103,3639,0.01299,0.63486,0.21471,1537,0.00436,0.63371,0.51456,3637,0.00453,0.38619,0.41515,2981,0.00884,0.64314,0.34735,2483,0.00424,0.91486,0.48294,3457,0.00206,0.48486,0.65588,4671,0.00652,0.49848,0.69059,4883,0.00513,0.67057,0.71206,5111,0.00421,0.69552,0.63721,4589,0.00342,0.53343,0.25662,1842,0.007,0.70667,0.455,3225,0.00337,0.02076,0.09669,0.00884,0.05368
171,17.1,0.62438,0.21074,1536,0.00525,0.1459,0.48397,3376,0.00212,0.5299,0.40294,2891,0.00871,0.37819,0.38662,2770,0.00506,0.40124,0.57691,4138,0.00555,0.70219,0.53985,3854,0.02076,0.60343,0.27309,1954,0.01047,0.5101,0.25677,1839,0.00699,0.41152,0.70721,5084,0.00658,0.60857,0.54412,3949,0.00746,0.53876,0.60838,4362,0.00712,0.65029,0.49544,3534,0.01299,0.63152,0.21206,1537,0.00436,0.63257,0.51162,3637,0.00453,0.38495,0.41132,2876,0.01234,0.64333,0.34221,2483,0.00424,0.91476,0.48147,3457,0.00206,0.48248,0.65235,4671,0.00652,0.496,0.68824,4883,0.00513,0.67171,0.70441,5006,0.00416,0.69438,0.63471,4588,0.0038,0.53457,0.25294,1842,0.007,0.706,0.45412,3225,0.00337,0.02076,0.09381,0.01234,0.05751
172,17.2,0.62086,0.20912,1536,0.00525,0.14552,0.48265,3376,0.00212,0.52952,0.39662,2786,0.00834,0.37619,0.38103,2665,0.00543,0.39895,0.57324,4032,0.00515,0.70019,0.53809,3854,0.02076,0.602,0.26515,1954,0.01047,0.50829,0.25132,1839,0.00699,0.41057,0.70382,4979,0.00541,0.6079,0.54235,3844,0.01074,0.53695,0.60412,4362,0.00712,0.64829,0.49,3534,0.01299,0.628,0.20941,1536,0.00525,0.63124,0.50868,3637,0.00453,0.38381,0.40765,2876,0.01234,0.64333,0.33721,2378,0.00527,0.91457,0.48,3457,0.00206,0.48,0.64868,4671,0.00652,0.49352,0.68588,4882,0.0068,0.67295,0.69676,5006,0.00416,0.69324,0.63221,4483,0.00506,0.53562,0.24956,1737,0.00652,0.70533,0.45338,3225,0.00337,0.02076,0.09552,0.01234,0.06188
173,17.3,0.61333,0.21103,1535,0.00577,0.14505,0.48132,3376,0.00212,0.52905,0.39029,2786,0.00834,0.37429,0.37544,2665,0.00543,0.39676,0.56941,4032,0.00515,0.69829,0.53632,3854,0.02076,0.60038,0.25735,1849,0.01042,0.50609,0.24603,1734,0.00785,0.40952,0.70044,4979,0.00541,0.60714,0.54074,3844,0.01074,0.53514,0.59985,4257,0.0088,0.64619,0.48456,3428,0.01405,0.62448,0.20662,1536,0.00525,0.62991,0.50588,3637,0.00453,0.38257,0.40412,2876,0.01234,0.64314,0.33206,2378,0.00527,0.91448,0.47853,3457,0.00206,0.47752,0.64485,4566,0.01082,0.49095,0.68353,4882,0.0068,0.67419,0.68912,4901,0.00415,0.69229,0.62956,4483,0.00506,0.53667,0.24676,1737,0.00652,0.70486,0.45294,3225,0.00337,0.02076,0.09907,0.01234,0.06617
174,17.4,0.60114,0.21838,1534,0.00537,0.14448,0.48,3376,0.00212,0.52848,0.38426,2786,0.00834,0.37248,0.37,2665,0.00543,0.39467,0.56559,4032,0.00515,0.69629,0.53471,3854,0.02076,0.59867,0.24985,1743,0.01065,0.50381,0.24074,1733,0.0054,0.40848,0.69706,4978,0.00531,0.60638,0.53926,3844,0.01074,0.53324,0.59559,4256,0.00865,0.6441,0.47912,3428,0.01405,0.62095,0.20368,1431,0.00464,0.62838,0.50309,3636,0.00467,0.38143,0.40059,2876,0.01234,0.64267,0.32691,2378,0.00527,0.91429,0.47721,3457,0.00206,0.47495,0.64088,4565,0.00899,0.48838,0.68118,4882,0.0068,0.67543,0.68162,4901,0.00415,0.69133,0.62706,4483,0.00506,0.53743,0.24426,1737,0.00652,0.70448,0.4525,3224,0.00416,0.02076,0.0966,0.01234,0.06466
175,17.5,0.58352,0.22956,1637,0.00527,0.144,0.47882,3376,0.00212,0.52771,0.37809,2681,0.0086,0.37076,0.36485,2559,0.00477,0.39257,0.56147,4032,0.00515,0.69448,0.53294,3853,0.01299,0.59676,0.24265,1743,0.01065,0.50124,0.23544,1733,0.0054,0.40724,0.69353,4978,0.00531,0.60562,0.53794,3844,0.01074,0.53124,0.59118,4256,0.00865,0.642,0.47368,3428,0.01405,0.61743,0.20044,1430,0.00437,0.62686,0.50015,3636,0.00467,0.38029,0.39735,2875,0.01306,0.6421,0.32162,2273,0.00442,0.91419,0.47588,3456,0.00203,0.47219,0.63691,4565,0.00899,0.4859,0.67882,4882,0.0068,0.67657,0.67441,4797,0.00383,0.69048,0.62441,4483,0.00506,0.538,0.24221,1737,0.00652,0.7041,0.45206,3224,0.00416,0.01405,0.08843,0.01306,0.06391
176,17.6,0.56524,0.24279,1740,0.00702,0.14343,0.4775,3376,0.00212,0.52686,0.37206,2681,0.0086,0.36914,0.36,2559,0.00477,0.39057,0.55735,3927,0.00681,0.69267,0.53103,3853,0.01299,0.59476,0.23574,1743,0.01065,0.49857,0.23029,1628,0.00763,0.406,0.69,4873,0.00535,0.60476,0.53677,3844,0.01074,0.52914,0.58662,4151,0.00894,0.6399,0.46838,3323,0.01249,0.61409,0.19691,1430,0.00437,0.62514,0.49721,3531,0.00577,0.37914,0.39426,2770,0.01134,0.64124,0.31618,2273,0.00442,0.914,0.47456,3456,0.00203,0.46943,0.63265,4565,0.00899,0.48333,0.67647,4881,0.00803,0.67762,0.6675,4797,0.00383,0.68962,0.62176,4483,0.00506,0.53848,0.24029,1737,0.00652,0.704,0.45191,3224,0.00416,0.01299,0.09109,0.01134,0.06452
