Y_Grid,X0_ID1,X1_ID2,X2_ID3,X3_ID4,X4_ID5,X5_ID6,X6_ID7,X7_ID8,X8_ID9,X9_ID10,X10_ID11,X11_ID12,X12_ID13,X13_ID14,X14_ID15,X15_ID16,X16_ID17,X17_ID18,X18_ID19,X19_ID20,X20_ID21,X21_ID22,X22_ID23,X23_ID24,X24_ID25,X25_ID26,X26_ID27,X27_ID28,X28_ID29,X29_ID30,X30_ID31,X31_ID32,X32_ID33,X33_ID34,X34_ID35,X35_ID36,X36_ID37,X37_ID38,X38_ID39,X39_ID40,X40_ID41,X41_ID42,X42_ID43,X43_ID44,X44_ID45,X45_ID46,X46_ID47,X47_ID48,X48_ID49,X49_ID50,X50_ID51,X51_ID52,X52_ID53,X53_ID54,X54_ID55,X55_ID56,X56_ID57,X57_ID58,X58_ID59,X59_ID60,X60_ID61,X61_ID62,X62_ID63,X63_ID64,X64_ID65,X65_ID66,X66_ID67,X67_ID68,X68_ID69,X69_ID70,X70_ID71,X71_ID72,X72_ID73,X73_ID74,X74_ID75,X75_ID76,X76_ID77,X77_ID78,X78_ID79,X79_ID80,X80_ID81,X81_ID82,X82_ID83,X83_ID84,X84_ID85,X85_ID86,X86_ID87,X87_ID88,X88_ID89,X89_ID90,X90_ID91,X91_ID92,X92_ID93,X93_ID94,X94_ID95,X95_ID96,X96_ID97,X97_ID98,X98_ID99,X99_ID100,X100_ID101,X101_ID102,X102_ID103,X103_ID104,X104_ID105
30,0.00000000,0.00150917,0.00124583,0.00231987,0.00158858,0.00294251,0.00282673,0.00230529,0.00225127,0.00199316,0.00171765,0.00176931,0.00211546,0.00184520,0.00257805,0.00272889,0.00232683,0.00212274,0.00270970,0.00242206,0.00237145,0.00291803,0.00270044,0.00255983,0.00304209,0.00302278,0.00281589,0.00292380,0.00291926,0.00382963,0.00337483,0.00416397,0.00385725,0.00905407,0.00443231,0.00380555,0.00384935,0.00478593,0.00483167,0.00476167,0.00541308,0.00671073,0.00641609,0.00841994,0.00647030,0.00813838,0.00687311,0.00738883,0.00646412,0.00694284,0.00827914,0.00919097,0.00871355,0.00756046,0.00879751,0.01020549,0.00962039,0.01415870,0.00977844,0.01415381,0.01643931,0.00981953,0.01338616,0.00940000,0.00943860,0.01159219,0.01280228,0.01501700,0.01463856,0.01620954,0.01395236,0.01464210,0.01436791,0.01868049,0.01430998,0.02769764,0.01675529,0.01958971,0.01142669,0.01089460,0.02258725,0.02352262,0.04517026,0.07386724,0.01415260,0.01140401,0.04566247,0.00429112,0.00000000,0.00000000,0.02361171,0.19127152,0.00000000,0.13458355,0.00000000,0.25314451,0.03225810,0.16666667,0.00000000,0.00000000,0.25000000,0.00000000,0.36111111,0.66666667,0.00000000
31,0.00000000,0.00134080,0.00168917,0.00173599,0.00219172,0.00182804,0.00226009,0.00175236,0.00197266,0.00230158,0.00233679,0.00235587,0.00300019,0.00268111,0.00272467,0.00317378,0.00299786,0.00279686,0.00352107,0.00265910,0.00251553,0.00398631,0.00333128,0.00265315,0.00294882,0.00264935,0.00283038,0.00291988,0.00299031,0.00327218,0.00456482,0.00298569,0.00388839,0.00486510,0.00560966,0.00464599,0.00321922,0.00572071,0.00622913,0.00558129,0.00446080,0.00563157,0.00654865,0.00538614,0.00487812,0.00611154,0.00624111,0.00806559,0.00869264,0.00679485,0.00960170,0.00742788,0.00903697,0.01068924,0.00781798,0.00844095,0.00816823,0.00882188,0.01005478,0.01137601,0.01275581,0.01192301,0.01082590,0.01281946,0.01136709,0.01085993,0.01121741,0.01248756,0.01201953,0.01654508,0.01274164,0.01969101,0.01515947,0.01467597,0.01596812,0.01725943,0.03203332,0.01184797,0.01980223,0.03115635,0.02442412,0.05524772,0.04571028,0.27177843,0.02000828,0.03483734,0.00000000,0.01445845,0.01675101,0.00000000,0.01167387,0.09925960,0.01160190,0.08333333,0.00000000,0.00460760,0.05864478,0.18807581,0.50000000,0.00000000,0.33333333,0.08333333,0.00000000,1.00000000,0.00000000
32,0.00000000,0.00147798,0.00148711,0.00256555,0.00164642,0.00155003,0.00237378,0.00253210,0.00206067,0.00202736,0.00220869,0.00218483,0.00364004,0.00369360,0.00317689,0.00212377,0.00257288,0.00252039,0.00366850,0.00232124,0.00325382,0.00252850,0.00155628,0.00329245,0.00315855,0.00341677,0.00247960,0.00341154,0.00350373,0.00346494,0.00396816,0.00621862,0.00425358,0.00475024,0.00447943,0.00416109,0.00383412,0.00355819,0.00528707,0.00537457,0.00559616,0.00650265,0.00770779,0.00590085,0.00486587,0.00595504,0.00634326,0.00615239,0.00672731,0.00638070,0.00634835,0.00835820,0.00888148,0.00736508,0.00992556,0.00934804,0.00991531,0.01037092,0.00931083,0.01037471,0.00932858,0.01116393,0.01189088,0.01087500,0.01097703,0.01087168,0.01225716,0.01404855,0.01554345,0.01204729,0.01140584,0.01914502,0.01992304,0.01343793,0.01903601,0.01317964,0.02705495,0.02347727,0.01044857,0.03145188,0.00795732,0.01773740,0.02193823,0.11189777,0.07552224,0.00687108,0.04704038,0.01984049,0.01946874,0.01048672,0.30123522,0.26024191,0.00453059,0.05326433,0.57142857,0.25000000,0.20000000,0.00000000,0.33333333,0.00000000,0.42857143,1.00000000,1.00000000,0.00000000,0.00000000
33,0.00194031,0.00068681,0.00146980,0.00197730,0.00151480,0.00132221,0.00250973,0.00162852,0.00191506,0.00167173,0.00224788,0.00268028,0.00227079,0.00235914,0.00269033,0.00331909,0.00283973,0.00236566,0.00359843,0.00158896,0.00236405,0.00336947,0.00392723,0.00282658,0.00286562,0.00328082,0.00361798,0.00337119,0.00302574,0.00413990,0.00387890,0.00362687,0.00417952,0.00421927,0.00473320,0.00424557,0.01012008,0.00600324,0.00600441,0.00577072,0.00591892,0.00573207,0.00638159,0.00592963,0.00606375,0.00711949,0.00599380,0.00638928,0.00911583,0.00674195,0.00755470,0.00721189,0.00759137,0.00898157,0.01071221,0.00908359,0.00746680,0.01023012,0.01064387,0.01228245,0.01882959,0.01217195,0.01327774,0.01373505,0.01522208,0.01352644,0.01238164,0.01217413,0.01298999,0.01289199,0.01696446,0.01665266,0.01614080,0.01968234,0.00932620,0.01795033,0.01568440,0.01023526,0.01413894,0.02583443,0.01487116,0.09047759,0.05025272,0.06538457,0.04089792,0.02106551,0.02787628,0.04892223,0.13941931,0.06171920,0.31647342,0.00760898,0.00000000,0.16666667,0.00278976,0.00975078,0.18719304,0.20175653,0.49206349,0.00000000,0.00000000,0.40000000,0.00000000,0.00000000,0.00000000
34,0.00171112,0.00202126,0.00219377,0.00190744,0.00211751,0.00209646,0.00254891,0.00186371,0.00202975,0.00190722,0.00197036,0.00214998,0.00206971,0.00255515,0.00224766,0.00263483,0.00250905,0.00304445,0.00233361,0.00551999,0.00248290,0.00317416,0.00259352,0.00361210,0.00309454,0.00365656,0.00265650,0.00354803,0.00391248,0.00380861,0.00351134,0.00495245,0.00499289,0.00403313,0.00445551,0.00415379,0.00486475,0.00510591,0.00452623,0.00467469,0.00638397,0.00480542,0.00661668,0.00568027,0.00622367,0.00746667,0.00720707,0.00680222,0.00846649,0.00770754,0.00639298,0.00950061,0.00499750,0.00495206,0.00795709,0.00849739,0.00875061,0.01105119,0.00893975,0.00900742,0.01054990,0.01471415,0.00669079,0.01026470,0.01036123,0.00974859,0.01401979,0.01153496,0.01299486,0.01362674,0.01512616,0.01689903,0.01590976,0.01143207,0.03073615,0.01357500,0.01277638,0.01412776,0.01531841,0.02122908,0.02176508,0.04102888,0.02181981,0.03231658,0.03729823,0.10511462,0.00639870,0.04381870,0.21857248,0.00000000,0.00000000,0.00498017,0.02056259,0.20000000,0.65151515,0.29323191,0.00000000,0.00000000,0.00000000,0.66666667,0.33333333,0.00000000,1.00000000,1.00000000,0.00000000
35,0.00000000,0.00000000,0.00170343,0.00164624,0.00159892,0.00266822,0.00189024,0.00209759,0.00248007,0.00247190,0.00296537,0.00201779,0.00264261,0.00231267,0.00380960,0.00198145,0.00332548,0.00452058,0.00361143,0.00288932,0.00198927,0.00312896,0.00311352,0.00412887,0.00309115,0.00266907,0.00343225,0.00310128,0.00349840,0.00744030,0.00376221,0.00571023,0.00364473,0.00455728,0.00470476,0.00518330,0.00387446,0.00495732,0.00457733,0.00553936,0.00507209,0.00616641,0.00542525,0.00623960,0.00780796,0.00566960,0.00647742,0.00684448,0.00741444,0.00657871,0.00733998,0.01438745,0.00669107,0.00888960,0.00882239,0.00829581,0.00869958,0.01093372,0.00934217,0.01417107,0.00989331,0.00973312,0.00977555,0.00580604,0.01253363,0.01344025,0.01271148,0.01439663,0.01430773,0.01726851,0.01480181,0.02021523,0.01169078,0.00520914,0.02347852,0.10761747,0.01882788,0.03313836,0.01503856,0.03247622,0.02295784,0.01298443,0.01011965,0.01228498,0.05410136,0.01132908,0.01453990,0.02812322,0.01249510,0.08653845,0.00000000,0.06589666,0.05988182,0.25000000,0.00000000,0.00000000,0.00000000,0.15628610,0.33978137,0.50000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
36,0.00000000,0.00199934,0.00137219,0.00148109,0.00191860,0.00207148,0.00144857,0.00228248,0.00203446,0.00183973,0.00167843,0.00122882,0.00206260,0.00188467,0.00163002,0.00296966,0.00206059,0.00238132,0.00323183,0.00301418,0.00352662,0.00387660,0.00334581,0.00285469,0.00286264,0.00435453,0.00323746,0.00347896,0.00375208,0.00382778,0.00343280,0.00468667,0.00352663,0.00335249,0.00389501,0.00536082,0.00397252,0.00467038,0.00744306,0.00538738,0.00553637,0.00539585,0.00521939,0.00498913,0.00625409,0.00699412,0.00682176,0.00621872,0.00684955,0.00781021,0.00628329,0.00896272,0.01253901,0.00715200,0.01603153,0.00978177,0.01122541,0.00881446,0.01097373,0.01069639,0.01017323,0.01111224,0.00899373,0.01073523,0.01179407,0.01394974,0.01528591,0.01062133,0.01538802,0.01737095,0.01823304,0.01350956,0.01299454,0.02076467,0.01164400,0.01937552,0.02554816,0.02541224,0.01744514,0.06709805,0.13431709,0.03296476,0.00759595,0.03577744,0.01096614,0.01607746,0.00000000,0.02591401,0.00706303,0.00000000,0.01448937,0.06201218,0.04875713,0.00975116,0.13752044,0.27083333,0.33333333,0.25000000,0.00000000,0.33333333,0.33333333,0.00000000,1.00000000,1.00000000,0.00000000
37,0.00413143,0.00241222,0.00132181,0.00117159,0.00149266,0.00289669,0.00261101,0.00195108,0.00214062,0.00170785,0.00210545,0.00258467,0.00230273,0.00181459,0.00228244,0.00375945,0.00242248,0.00329431,0.00155264,0.00396670,0.00274587,0.00235942,0.00272145,0.00308799,0.00318124,0.00284041,0.00360762,0.00329553,0.00363699,0.00382619,0.00349527,0.00453559,0.00345486,0.00412899,0.00439581,0.00368506,0.00536129,0.00456757,0.00539463,0.00492648,0.00518550,0.00680578,0.00563243,0.00509102,0.00525435,0.00561233,0.00586512,0.00669620,0.00838665,0.00833531,0.00700958,0.00890387,0.00793301,0.00939981,0.00796993,0.00906950,0.00985146,0.00989607,0.01099248,0.01066473,0.01018711,0.00934581,0.01816706,0.00745908,0.01091188,0.01168945,0.01368206,0.01337560,0.01224629,0.01334596,0.01700104,0.01798930,0.01296364,0.01678571,0.03060932,0.01928085,0.01628379,0.01452017,0.00894310,0.03456166,0.02312830,0.02669253,0.01314329,0.01537732,0.02206310,0.00000000,0.01456409,0.00809095,0.03714364,0.04740643,0.03847801,0.19503218,0.00488016,0.26632671,0.15646259,0.00000000,0.00000000,0.10122080,0.00000000,0.50000000,0.09523810,0.50000000,0.00000000,0.00000000,0.00000000
38,0.00117304,0.00194546,0.00135078,0.00112883,0.00187985,0.00135066,0.00233740,0.00213400,0.00287097,0.00254844,0.00204462,0.00320075,0.00215141,0.00219609,0.00185419,0.00235347,0.00222272,0.00203348,0.00251043,0.00271698,0.00321534,0.00286644,0.00361009,0.00274081,0.00320514,0.00352382,0.00284007,0.00287939,0.00364573,0.00405398,0.00415942,0.00455106,0.00394590,0.00575457,0.00416035,0.00399957,0.00379464,0.00429128,0.00499639,0.00507250,0.00529182,0.00515039,0.00790084,0.00603885,0.00653410,0.00674889,0.00673668,0.00682848,0.00647365,0.00768407,0.00766106,0.00780060,0.00702202,0.01048832,0.00771060,0.00919361,0.00842835,0.00796780,0.01060591,0.01086870,0.01491626,0.02196064,0.01255281,0.00937805,0.00901868,0.01193925,0.01442328,0.01121924,0.01228434,0.01419399,0.02396397,0.01753044,0.01817492,0.13523910,0.01839106,0.01511759,0.01073710,0.01616668,0.00927142,0.01006995,0.00829273,0.02945052,0.05845971,0.01740097,0.02305813,0.04643848,0.01961194,0.04557001,0.01372712,0.01184864,0.25823734,0.21261478,0.00000000,0.30323170,0.23623010,0.12550791,0.20000000,0.36942382,0.50000000,0.34444444,0.33333333,0.00000000,0.00000000,0.00000000,0.00000000
39,0.00000000,0.00096772,0.00088346,0.00122567,0.00114568,0.00131073,0.00148404,0.00178555,0.00136002,0.00202342,0.00197079,0.00215820,0.00304877,0.00288838,0.00196390,0.00219987,0.00233373,0.00270796,0.00269349,0.00288031,0.00283925,0.00268409,0.00491604,0.00332786,0.00255082,0.00314377,0.00322192,0.00305396,0.00626013,0.00419151,0.00349454,0.00406709,0.00346025,0.00419969,0.00487369,0.00512042,0.00391074,0.00523265,0.00496733,0.00575849,0.00537538,0.00534778,0.00555111,0.00575191,0.00591659,0.00633518,0.00628479,0.00697167,0.00742268,0.00742502,0.00746679,0.00911867,0.00906825,0.00964904,0.00812863,0.00894111,0.00851455,0.01172681,0.00957850,0.00927251,0.01174463,0.01200990,0.01242888,0.01415229,0.01137823,0.00996168,0.01660830,0.01601054,0.01058020,0.01573297,0.01720180,0.02064841,0.02023269,0.02649584,0.02705895,0.01113442,0.01454752,0.02620102,0.01466561,0.01269499,0.01462510,0.01931372,0.01085396,0.00991051,0.00810950,0.00951043,0.00469403,0.27845930,0.02804791,0.10517076,0.02574754,0.04941796,0.25818389,0.05980144,0.01142779,0.25000000,0.38548753,0.00000000,0.00000000,0.50000000,0.33333333,0.00000000,0.00000000,0.00000000,0.00000000
40,0.00000000,0.00133966,0.00178289,0.00165953,0.00118167,0.00158994,0.00141026,0.00197422,0.00247517,0.00160602,0.00239537,0.00197225,0.00241947,0.00191519,0.00273310,0.00267270,0.00282835,0.00256778,0.00260493,0.00255029,0.00291167,0.00285096,0.00256708,0.00627222,0.00286600,0.00402762,0.00280592,0.00469589,0.00440861,0.00394790,0.00432665,0.00455135,0.00428447,0.00361642,0.00443199,0.00407288,0.00455173,0.00456632,0.00457778,0.00594862,0.00549581,0.00505982,0.00513370,0.00745990,0.00626577,0.00737581,0.00875284,0.00677412,0.00883544,0.00760963,0.00752615,0.00809651,0.01197575,0.00898263,0.00900601,0.00865129,0.00879914,0.01063334,0.00962690,0.00904471,0.01020438,0.01010226,0.00954816,0.01094158,0.01175047,0.01196952,0.01339579,0.03010659,0.01152242,0.01319006,0.02013633,0.01651394,0.01607818,0.01221752,0.02216201,0.01321031,0.01781519,0.02328915,0.05350650,0.02655165,0.03340610,0.02059941,0.03618568,0.01640045,0.02179778,0.04598782,0.01737518,0.01488462,0.03352029,0.17545839,0.02161671,0.07927453,0.01166893,0.12404938,0.02285866,0.35553958,0.00000000,0.00406932,0.25000000,0.00000000,0.00000000,0.66666667,0.00000000,0.00000000,0.00000000
41,0.00000000,0.00000000,0.00104065,0.00181441,0.00095048,0.00086965,0.00135622,0.00172353,0.00330164,0.00216932,0.00207603,0.00288436,0.00250169,0.00224042,0.00191316,0.00152820,0.00242831,0.00379209,0.00243686,0.00232572,0.00350550,0.00357117,0.00446307,0.00282872,0.00317481,0.00249041,0.00280622,0.00312916,0.00348751,0.00452114,0.00417376,0.00435088,0.00370858,0.00383050,0.00394753,0.00415701,0.00419816,0.00402429,0.00652090,0.00467304,0.00475916,0.00537220,0.00585611,0.00513776,0.00638713,0.00728426,0.00710332,0.00709957,0.00771361,0.00728409,0.00685411,0.00864941,0.00737515,0.00704432,0.00668306,0.00900864,0.00712450,0.01097358,0.00930177,0.01035236,0.00981148,0.01174457,0.01271671,0.01194979,0.01796388,0.01358736,0.01252758,0.01602921,0.01258781,0.01175397,0.01587430,0.01636610,0.01198249,0.01315626,0.01091303,0.01003355,0.01288515,0.01576087,0.01820507,0.01443680,0.02219586,0.02597993,0.02078755,0.03717071,0.02797330,0.01019650,0.04059907,0.03348631,0.02278095,0.07885696,0.09118678,0.32714654,0.05838759,0.00111238,0.21195974,0.20615250,0.17295560,0.01222099,0.00000000,0.03333333,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000
42,0.00000000,0.00153787,0.00170981,0.00158851,0.00066041,0.00039225,0.00139283,0.00135877,0.00138953,0.00162269,0.00299063,0.00237613,0.00324756,0.00203608,0.00207222,0.00181716,0.00207833,0.00312578,0.00223860,0.00290499,0.00284254,0.00366087,0.00265973,0.00380884,0.00375186,0.00393329,0.00302214,0.00335835,0.00291258,0.00491720,0.00351847,0.00405932,0.00505640,0.00430604,0.00444790,0.00417273,0.00303394,0.00494777,0.00453336,0.00515006,0.00407748,0.00620514,0.00608642,0.00624212,0.00597652,0.00611559,0.00669002,0.00776167,0.00612591,0.00696224,0.00646215,0.00639364,0.00853603,0.00967419,0.00768318,0.00879262,0.00796169,0.00944753,0.00779296,0.01068112,0.01214658,0.01040458,0.00860206,0.01051308,0.01741400,0.01183139,0.01437414,0.01153586,0.01151824,0.02350500,0.01099228,0.04352484,0.01512118,0.01392137,0.01477240,0.03803523,0.02118737,0.01701487,0.01643134,0.02360547,0.01418995,0.03401530,0.01242214,0.02231159,0.01175060,0.03667157,0.01160977,0.10097366,0.04494052,0.01890017,0.00000000,0.02366654,0.02445232,0.08164105,0.00000000,0.00157118,0.32142857,0.00000000,0.01666667,0.00000000,0.00000000,0.00000000,0.25000000,0.00000000,0.00000000
43,0.00000000,0.00109666,0.00194761,0.00078177,0.00124616,0.00243208,0.00128889,0.00174729,0.00147119,0.00169748,0.00208823,0.00246210,0.00227423,0.00163041,0.00145036,0.00284980,0.00251018,0.00216280,0.00268280,0.00292448,0.00255989,0.00280374,0.00276826,0.00309952,0.00282527,0.00315154,0.00329546,0.00315673,0.00327932,0.00333261,0.00420926,0.00341606,0.00379986,0.00450554,0.00438083,0.00526842,0.00495972,0.00669237,0.00461130,0.00518817,0.00539457,0.00588242,0.00519982,0.00618302,0.00604206,0.00585516,0.00617480,0.00711466,0.00888618,0.00846231,0.00691579,0.00677731,0.00743772,0.00703892,0.01082025,0.00898544,0.00793649,0.01279295,0.00730117,0.00952474,0.01235109,0.01119517,0.01122078,0.01677320,0.01002051,0.01187693,0.01303767,0.01340544,0.01130269,0.01028430,0.01335700,0.01904610,0.01141686,0.01658275,0.01610649,0.01877321,0.01536948,0.01904665,0.05112864,0.02244395,0.00868279,0.01469280,0.01344190,0.01593521,0.01570139,0.03680674,0.03674633,0.03824932,0.01586939,0.01533300,0.07891533,0.13962239,0.00616946,0.01071724,0.24394658,0.00022210,0.02995511,0.08500159,0.01166450,0.00000000,0.00000000,0.10000000,0.00571307,0.03880189,0.00000000
44,0.00121744,0.00394523,0.00204197,0.00145514,0.00169354,0.00105230,0.00300096,0.00196368,0.00157731,0.00224886,0.00174130,0.00215936,0.00171994,0.00232402,0.00186967,0.00244678,0.00162352,0.00210262,0.00287233,0.00262234,0.00325682,0.00295673,0.00275512,0.00279983,0.00277086,0.00331079,0.00280548,0.00314355,0.00329001,0.00455453,0.00367809,0.00322218,0.00397736,0.00417986,0.00361409,0.00430739,0.00415324,0.00458266,0.00448899,0.00550448,0.00601850,0.00666533,0.00404189,0.00518297,0.00520303,0.00566043,0.00644509,0.00620927,0.00647102,0.00591671,0.00706278,0.00803591,0.00564968,0.00724975,0.00651530,0.00741543,0.00903203,0.01089508,0.00951598,0.01117100,0.00915446,0.01095682,0.01128633,0.01063774,0.01135832,0.01001933,0.01162778,0.01137830,0.01012323,0.00901834,0.01409684,0.02528261,0.01667221,0.05649699,0.01577294,0.01482663,0.01977086,0.01449621,0.01567884,0.01412070,0.02010081,0.01901895,0.02500548,0.00770716,0.01960779,0.01459031,0.03012274,0.04036823,0.05689117,0.05072572,0.16666667,0.05354547,0.00340993,0.03148823,0.25432682,0.05579567,0.20177830,0.00000000,0.01036226,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
45,0.00000000,0.00000000,0.00156813,0.00186145,0.00102351,0.00169827,0.00137453,0.00226208,0.00173678,0.00201070,0.00297171,0.00203937,0.00214109,0.00224507,0.00215589,0.00236656,0.00204788,0.00174822,0.00215049,0.00300149,0.00266558,0.00297149,0.00342374,0.00279453,0.00298357,0.00249582,0.00456843,0.00319609,0.00326485,0.00294823,0.00366809,0.00412084,0.00445200,0.00382621,0.00433530,0.00400188,0.00427272,0.00495638,0.00533544,0.00446487,0.00519943,0.00480164,0.00543935,0.00614229,0.00724107,0.00544102,0.00589744,0.00605623,0.00590319,0.00656740,0.00744931,0.00678045,0.00572025,0.00843651,0.00746023,0.00861338,0.00873210,0.00863751,0.00924427,0.00998718,0.01188923,0.01032082,0.00930254,0.01146432,0.01277663,0.01085428,0.01070261,0.01350454,0.00934991,0.01077870,0.01777828,0.01797440,0.01485929,0.01138307,0.01240841,0.02787679,0.01674459,0.02048920,0.01038092,0.02156587,0.01748083,0.01806128,0.01978801,0.05034215,0.02398704,0.00730636,0.03002273,0.03513795,0.03486328,0.00758458,0.07494700,0.01293816,0.05504817,0.01691141,0.13943516,0.05971920,0.00621914,0.01012636,0.07862586,0.04102378,0.00000000,0.00000000,0.11481482,0.00000000,0.00000000
46,0.00000000,0.00057710,0.00115456,0.00074701,0.00173017,0.00109258,0.00119413,0.00185995,0.00212673,0.00334405,0.00210190,0.00226931,0.00252415,0.00135577,0.00146568,0.00224084,0.00189020,0.00224861,0.00193994,0.00256031,0.00245095,0.00224550,0.00359290,0.00306214,0.00336275,0.00278608,0.00207994,0.00266916,0.00317085,0.00364657,0.00357008,0.00381910,0.00340379,0.00434089,0.00415345,0.00460712,0.00453366,0.00582533,0.00477248,0.00478370,0.00484409,0.00533671,0.00534828,0.00515314,0.00605715,0.00620911,0.00554576,0.00527632,0.00715450,0.00744790,0.00799629,0.00901292,0.00512947,0.00680181,0.00802532,0.00823930,0.00866481,0.00931538,0.00904213,0.00972846,0.01054134,0.01053030,0.00983113,0.01046092,0.01091612,0.01169119,0.01164113,0.01365892,0.03694589,0.01712766,0.01745717,0.01835439,0.01582768,0.03230821,0.01130180,0.01393130,0.01820587,0.02261057,0.01434570,0.01784436,0.02138872,0.01756254,0.01145321,0.02318422,0.00796172,0.01025711,0.06197816,0.01179694,0.01735739,0.02225121,0.03442431,0.00771949,0.07542554,0.07040148,0.02636924,0.01266504,0.04453319,0.05158125,0.00000000,0.00000000,0.00138750,0.00000000,0.03420178,0.00000000,0.00000000
47,0.00000000,0.00271384,0.00343130,0.00196556,0.00146793,0.00140191,0.00114374,0.00162166,0.00223440,0.00159486,0.00134943,0.00164373,0.00157539,0.00225032,0.00155601,0.00213552,0.00243074,0.00225576,0.00233908,0.00248147,0.00272565,0.00251765,0.00315236,0.00256350,0.00257510,0.00308993,0.00306567,0.00351278,0.00360364,0.00298646,0.00395249,0.00367955,0.00440951,0.00384646,0.00415836,0.00460213,0.00451636,0.00432375,0.00411340,0.00526062,0.00535151,0.00482620,0.00531257,0.00540763,0.00497243,0.00555393,0.00532990,0.00656622,0.00752745,0.00673951,0.00824426,0.00828494,0.01321308,0.00894849,0.00927146,0.00687005,0.00822734,0.00775426,0.00866303,0.01064116,0.01061123,0.01017169,0.01377975,0.01190504,0.01520699,0.00903573,0.01097746,0.01350652,0.01293071,0.01149706,0.01441202,0.01288167,0.01351968,0.02310661,0.03362836,0.01533196,0.01341433,0.02524575,0.01271291,0.00986101,0.02789202,0.01453320,0.04222570,0.02019177,0.02231858,0.04489777,0.01745116,0.12822746,0.05672768,0.01531705,0.00420724,0.02831487,0.01166351,0.03954721,0.01442261,0.01635281,0.00561666,0.01111443,0.07897953,0.08173664,0.00000000,0.10591459,0.05834830,0.01457838,0.00000000
48,0.00000000,0.00158771,0.00199163,0.00136447,0.00108901,0.00130664,0.00078005,0.00163014,0.00371280,0.00179730,0.00109775,0.00187261,0.00155000,0.00173488,0.00173961,0.00248032,0.00228029,0.00267297,0.00265143,0.00219330,0.00206321,0.00259237,0.00271422,0.00288375,0.00272697,0.00311967,0.00261657,0.00288404,0.00318025,0.00376391,0.00347250,0.00418755,0.00655511,0.00435577,0.00420835,0.00478589,0.00427307,0.00706659,0.00530015,0.00456636,0.00526532,0.00572368,0.00543869,0.00657570,0.00617506,0.00604008,0.00609413,0.00756871,0.00622602,0.00724510,0.00709351,0.00742955,0.00816926,0.00578642,0.00763832,0.00818821,0.00801316,0.00643095,0.00986230,0.01020129,0.01092795,0.01237643,0.01057231,0.01051469,0.01081553,0.01090535,0.01404855,0.01062219,0.01607609,0.01018381,0.01521788,0.01784247,0.01176619,0.01762324,0.01475841,0.01551849,0.01668075,0.03294221,0.01945947,0.01899392,0.01645029,0.02848197,0.02728917,0.06918569,0.01072071,0.04282023,0.02093328,0.02824809,0.01289142,0.00600856,0.01228517,0.02193684,0.01575885,0.01951822,0.01911284,0.02806872,0.09843446,0.01484323,0.03769231,0.02887201,0.02516971,0.05385505,0.00833108,0.03174603,0.00000000
49,0.00000000,0.00176771,0.00092254,0.00000000,0.00146768,0.00173120,0.00151745,0.00113010,0.00199349,0.00143225,0.00226427,0.00170533,0.00226921,0.00202627,0.00204345,0.00143871,0.00270980,0.00221886,0.00222674,0.00204494,0.00226405,0.00279135,0.00217612,0.00241486,0.00283892,0.00235244,0.00363692,0.00338909,0.00336512,0.00284032,0.00273480,0.00377315,0.00449255,0.00384613,0.00395372,0.00601607,0.00506900,0.00448188,0.00380241,0.00479690,0.00390540,0.00488554,0.00541881,0.00583627,0.00654813,0.00596292,0.00729608,0.00766992,0.00676677,0.00681152,0.00726148,0.00634448,0.00964633,0.00855780,0.00959899,0.00765026,0.00843240,0.00789235,0.00960042,0.00877931,0.00917377,0.00934958,0.00838921,0.01090629,0.01168739,0.01166714,0.01138303,0.00998053,0.01140567,0.01015819,0.02079954,0.01622953,0.01540065,0.01592050,0.01728610,0.01418948,0.01565458,0.01314172,0.03197461,0.02077584,0.02070146,0.01622158,0.01304545,0.01366786,0.01140316,0.01461679,0.02852831,0.01147840,0.03986277,0.01409046,0.03504596,0.03389657,0.04572946,0.00341129,0.00893588,0.13325953,0.00951237,0.07944582,0.00000000,0.02629307,0.01545930,0.05000000,0.01783067,0.00875961,0.00000000
