Y_Grid,X0_ID1,X1_ID2,X2_ID3,X3_ID4,X4_ID5,X5_ID6,X6_ID7,X7_ID8,X8_ID9,X9_ID10,X10_ID11,X11_ID12,X12_ID13,X13_ID14,X14_ID15,X15_ID16,X16_ID17,X17_ID18,X18_ID19,X19_ID20,X20_ID21,X21_ID22,X22_ID23,X23_ID24,X24_ID25,X25_ID26,X26_ID27,X27_ID28,X28_ID29,X29_ID30,X30_ID31,X31_ID32,X32_ID33,X33_ID34,X34_ID35,X35_ID36,X36_ID37,X37_ID38,X38_ID39,X39_ID40,X40_ID41,X41_ID42,X42_ID43,X43_ID44,X44_ID45,X45_ID46,X46_ID47,X47_ID48,X48_ID49,X49_ID50,X50_ID51,X51_ID52,X52_ID53,X53_ID54,X54_ID55,X55_ID56,X56_ID57,X57_ID58,X58_ID59,X59_ID60,X60_ID61,X61_ID62,X62_ID63,X63_ID64,X64_ID65,X65_ID66,X66_ID67,X67_ID68,X68_ID69,X69_ID70,X70_ID71,X71_ID72,X72_ID73,X73_ID74,X74_ID75,X75_ID76,X76_ID77,X77_ID78,X78_ID79,X79_ID80,X80_ID81,X81_ID82,X82_ID83,X83_ID84,X84_ID85,X85_ID86,X86_ID87,X87_ID88,X88_ID89,X89_ID90,X90_ID91,X91_ID92,X92_ID93,X93_ID94,X94_ID95,X95_ID96,X96_ID97,X97_ID98,X98_ID99,X99_ID100,X100_ID101,X101_ID102,X102_ID103,X103_ID104,X104_ID105
10,0.00044319,0.00051617,0.00000000,0.00082652,0.00081472,0.00227728,0.00064842,0.00209706,0.00146041,0.00107589,0.00150783,0.00150093,0.00148937,0.00215085,0.00157856,0.00160627,0.00161743,0.00231787,0.00178733,0.00247646,0.00210640,0.00238928,0.00223274,0.00213890,0.00285783,0.00269194,0.00291274,0.00201953,0.00300051,0.00252176,0.00380916,0.00274647,0.00256425,0.00317584,0.00453881,0.00401170,0.00658263,0.00417276,0.00462362,0.00475643,0.00481651,0.00635095,0.00514534,0.00582168,0.00597137,0.00817683,0.00705601,0.00540592,0.00605701,0.00643592,0.00600401,0.00485622,0.00853922,0.00861451,0.00758368,0.00917089,0.00742972,0.00893230,0.01016416,0.00895266,0.01046481,0.01006372,0.01139358,0.01016345,0.01143994,0.01148935,0.01164204,0.01480970,0.01350288,0.01237191,0.01993739,0.01552058,0.01964848,0.01718501,0.01323217,0.03576716,0.01507980,0.01683912,0.01688650,0.03833971,0.02022521,0.03900956,0.03042041,0.01761353,0.01641537,0.01132805,0.02960278,0.01975748,0.01824167,0.02241161,0.09410859,0.04993871,0.01038658,0.02293731,0.01914149,0.00472450,0.01661072,0.09188505,0.03403706,0.00969643,0.02649355,0.00499481,0.03133424,0.00000000,0.00000000
11,0.00000000,0.00000000,0.00115075,0.00061137,0.00039036,0.00153899,0.00103435,0.00097417,0.00094126,0.00142381,0.00062149,0.00159064,0.00147839,0.00326926,0.00188591,0.00137204,0.00185948,0.00334306,0.00248591,0.00250179,0.00318409,0.00156277,0.00240711,0.00242951,0.00227717,0.00301319,0.00235847,0.00365335,0.00401725,0.00313040,0.00355307,0.00346430,0.00369945,0.00388913,0.00408655,0.00383679,0.00380662,0.00293426,0.00507781,0.00439940,0.00463977,0.00435566,0.00417654,0.00474763,0.00587126,0.00610195,0.00615608,0.00681184,0.00620579,0.00563286,0.00608617,0.00809866,0.00640499,0.00929302,0.00933111,0.00796687,0.00787759,0.00881682,0.01099182,0.00980343,0.00983060,0.00656965,0.00824926,0.01191497,0.01102545,0.01229914,0.01094699,0.01130521,0.00896441,0.01210271,0.01453514,0.01280736,0.01370806,0.01724875,0.02496295,0.01131035,0.01538356,0.03244713,0.01781377,0.01514964,0.02620328,0.01721865,0.01643571,0.02296461,0.02232044,0.05521911,0.02076786,0.03476123,0.01648797,0.02716680,0.02721418,0.02377847,0.03320299,0.02642208,0.03315384,0.00939462,0.00726277,0.02111981,0.06499562,0.00580235,0.00409026,0.00696737,0.00344177,0.12500000,0.01811199
12,0.00000000,0.00000000,0.00000000,0.00071060,0.00062054,0.00000000,0.00714208,0.00000000,0.00165994,0.00155263,0.00229321,0.00156531,0.00330702,0.00204792,0.00216500,0.00171202,0.00108010,0.00191631,0.00182054,0.00214478,0.00246985,0.00229029,0.00293511,0.00284807,0.00232280,0.00245725,0.00297473,0.00575698,0.00834182,0.00332913,0.00351840,0.00330038,0.00375843,0.00336140,0.00351422,0.00403049,0.00382777,0.00554239,0.00512745,0.00449045,0.00521463,0.00498004,0.00539586,0.01071300,0.00680728,0.00496260,0.00645711,0.00589127,0.00533351,0.00745566,0.00824952,0.00721267,0.00621730,0.00829091,0.00764706,0.00785516,0.00923760,0.00869378,0.00804010,0.00980065,0.00946035,0.01093434,0.01246027,0.01124102,0.01020874,0.01287294,0.01217689,0.01131533,0.01598936,0.01526627,0.01465074,0.01061162,0.01102720,0.01531490,0.01337236,0.01886782,0.01558991,0.01611894,0.01713959,0.01342242,0.01961839,0.01505726,0.01917312,0.01976589,0.02653885,0.01241071,0.07315924,0.07305017,0.02398612,0.01017489,0.03187926,0.04957862,0.05534372,0.01770387,0.02176999,0.05459025,0.06185298,0.00758488,0.03593305,0.02057450,0.01163803,0.02102613,0.14668919,0.16988042,0.00000000
13,0.00000000,0.00082524,0.00243184,0.00122329,0.00000000,0.00083534,0.00141455,0.00325880,0.00223757,0.00240834,0.00094929,0.00132046,0.00207275,0.00168445,0.00205255,0.00134326,0.00221708,0.00177068,0.00187594,0.00204731,0.00243942,0.00202377,0.00167271,0.00252519,0.00252383,0.00341773,0.00255874,0.00275693,0.00312499,0.00334109,0.00372780,0.00380152,0.00478936,0.00405193,0.00464519,0.00533607,0.00484193,0.00440777,0.00472922,0.00464478,0.00437407,0.00454537,0.00510381,0.00615330,0.00622702,0.00617485,0.00610419,0.00696197,0.00699966,0.00678985,0.00606326,0.00665601,0.00896964,0.00898409,0.00807965,0.00839507,0.00691509,0.00761540,0.00985419,0.01086519,0.01006125,0.00891679,0.00993575,0.01594426,0.01069720,0.01258526,0.01479963,0.01295824,0.01434920,0.01276270,0.01556470,0.01430639,0.01370203,0.02014674,0.01559941,0.02071769,0.01433392,0.03006081,0.02109164,0.02205408,0.01949652,0.04399804,0.01851624,0.01827063,0.02821419,0.03545955,0.02010802,0.04075951,0.03494460,0.02104175,0.02061526,0.03489484,0.03672725,0.01302266,0.01284743,0.01729657,0.02612478,0.04349450,0.02073177,0.00757126,0.00450198,0.00628510,0.00000000,0.00000000,0.00000000
14,0.00000000,0.00000000,0.00000000,0.00028683,0.00074308,0.00000000,0.00240473,0.00119517,0.00235903,0.00189705,0.00088292,0.00057904,0.00191993,0.00204239,0.00174397,0.00173857,0.00224959,0.00216541,0.00188448,0.00220323,0.00244205,0.00290571,0.00252528,0.00250592,0.00355505,0.00243142,0.00296865,0.00279149,0.00347937,0.00317247,0.00312986,0.00768703,0.00352220,0.00490126,0.00423641,0.00524444,0.00403860,0.00446520,0.00436044,0.00525065,0.00576988,0.00536895,0.00612147,0.00661461,0.00590718,0.00643691,0.00545848,0.00636686,0.00977515,0.00648159,0.00700374,0.00821109,0.01235448,0.01636691,0.00925466,0.00919704,0.00726828,0.00952138,0.01054709,0.00941134,0.00858057,0.01000833,0.00788829,0.01225546,0.01063457,0.01272767,0.01224211,0.01227459,0.01227631,0.01050932,0.01357398,0.01544498,0.01597734,0.01776808,0.01660350,0.02177554,0.01978098,0.04972769,0.02761070,0.01329498,0.01527720,0.01871508,0.01865276,0.01787696,0.03024391,0.01748631,0.02379401,0.01795432,0.03482360,0.01494055,0.01473569,0.01307826,0.01945263,0.01471312,0.02401342,0.07852414,0.04129820,0.10732066,0.00000000,0.00598391,0.01528896,0.00470530,0.00000000,0.00871544,0.00000000
15,0.00000000,0.00000000,0.00134659,0.00154880,0.00155694,0.00214141,0.00000000,0.00134325,0.00160500,0.00271005,0.00227014,0.00106691,0.00199305,0.00225448,0.00303740,0.00296039,0.00303189,0.00236008,0.00207988,0.00202016,0.00162094,0.00280936,0.00370305,0.00265235,0.00314881,0.00373702,0.00236474,0.00342910,0.00373121,0.00364644,0.00535965,0.00348713,0.00414054,0.00444730,0.00354092,0.00439184,0.00424745,0.00398483,0.00432587,0.00504098,0.00523345,0.00645968,0.00553590,0.00527063,0.00532340,0.00850152,0.00729880,0.00613161,0.00592804,0.00676213,0.00678948,0.01018769,0.00762835,0.00693287,0.00840129,0.00885954,0.00818840,0.00867058,0.00926419,0.01044822,0.00964229,0.01049831,0.01147582,0.01053540,0.01184589,0.01173406,0.01328644,0.01045909,0.01392979,0.01824236,0.01426723,0.01129960,0.01797888,0.01715945,0.01523011,0.01305145,0.01615568,0.01761319,0.02104665,0.02613297,0.01619217,0.02609232,0.01517876,0.01753996,0.02836743,0.01588663,0.02156055,0.01296251,0.02720606,0.06947405,0.01358841,0.00642311,0.03970935,0.01254884,0.03560108,0.02472161,0.04138784,0.14196933,0.00000000,0.00589334,0.00000000,0.00729671,0.01658344,0.01085781,0.00000000
16,0.00000000,0.00000000,0.00182676,0.00035345,0.00115336,0.00137067,0.00100072,0.00203098,0.00164633,0.00170860,0.00227192,0.00231072,0.00170098,0.00109244,0.00243088,0.00000000,0.00229985,0.00331555,0.00154664,0.00209612,0.00325371,0.00353957,0.00329944,0.00272818,0.00326517,0.00277246,0.00372040,0.00355038,0.00359815,0.00486418,0.00325311,0.00393780,0.00402302,0.00344586,0.00393820,0.00505128,0.00666536,0.00446263,0.00361283,0.00533116,0.00530064,0.00628349,0.00600242,0.00572239,0.00690035,0.00702399,0.00549922,0.01293080,0.00651518,0.00784390,0.00665307,0.01051939,0.00540480,0.00785364,0.00841531,0.00806016,0.01093329,0.00878178,0.01005277,0.01009973,0.01028979,0.00999229,0.01064539,0.01301840,0.01142477,0.01200017,0.01276202,0.01095497,0.01271448,0.01178297,0.01548433,0.01552862,0.01089326,0.01758436,0.01604733,0.01444045,0.01696696,0.01670051,0.02006470,0.05089177,0.01496243,0.02845595,0.01984720,0.01669468,0.03140034,0.02348710,0.02328735,0.02638566,0.00903777,0.00000000,0.00590195,0.01995983,0.01791711,0.04347571,0.01576094,0.02888877,0.01434645,0.01459327,0.01560352,0.00871495,0.00752161,0.03672798,0.00594978,0.00281150,0.00000000
17,0.00179266,0.00124490,0.00147003,0.00147249,0.00111875,0.00025835,0.00000000,0.00158721,0.00075139,0.00210854,0.00128466,0.00184404,0.00196287,0.00252333,0.00212999,0.00212128,0.00298109,0.00253304,0.00227991,0.00256855,0.00220181,0.00278512,0.00398147,0.00307325,0.00274360,0.00329399,0.00257955,0.00323897,0.00302329,0.00323123,0.00359850,0.00338989,0.00378069,0.00405537,0.00439901,0.00419881,0.00435771,0.00480578,0.00474666,0.00506480,0.00509657,0.00618980,0.00603397,0.00625577,0.00544392,0.00671155,0.00587744,0.00771500,0.00699892,0.00786633,0.00590953,0.01001601,0.00924455,0.00699254,0.00870048,0.00886987,0.00850446,0.01038252,0.00845913,0.01280982,0.01099684,0.01403569,0.01051264,0.01041960,0.02202559,0.01155227,0.01397551,0.01339674,0.01363671,0.01498670,0.01458822,0.01587151,0.01780516,0.01779713,0.02160668,0.02745972,0.01975195,0.01558562,0.02318995,0.02410292,0.03427003,0.03789524,0.01867586,0.01877232,0.04157333,0.01737879,0.01877239,0.02053568,0.01145082,0.01958501,0.01928570,0.03075916,0.01308547,0.03194847,0.06347715,0.02509044,0.04523959,0.01641926,0.01958276,0.02976096,0.04971056,0.01228478,0.01323293,0.17860791,0.00000000
18,0.00000000,0.00105255,0.00204474,0.00288025,0.00177791,0.00105979,0.00141016,0.00131828,0.00130424,0.00145232,0.00188490,0.00194026,0.00175562,0.00165692,0.00194876,0.00196846,0.00253793,0.00181895,0.00289150,0.00246671,0.00224303,0.00281330,0.00261046,0.00277338,0.00336812,0.00300636,0.00366682,0.00367238,0.00345810,0.00330992,0.00398727,0.00466616,0.00420130,0.00475204,0.00371071,0.00414732,0.00415690,0.00497278,0.00414570,0.01099422,0.00763232,0.00543865,0.00646887,0.00513168,0.00518409,0.00667662,0.00671419,0.00670540,0.00739672,0.00855028,0.00807069,0.00623056,0.00671983,0.00846897,0.00818660,0.00713268,0.00822154,0.00955962,0.01404840,0.01049745,0.01166480,0.01076719,0.01434920,0.01046829,0.01000491,0.01577990,0.01281649,0.01220024,0.01899209,0.01367217,0.01443739,0.01917958,0.01369026,0.01387084,0.01699532,0.01861868,0.01328410,0.01372960,0.02494159,0.01890270,0.03331053,0.02057527,0.04085669,0.02512133,0.05965034,0.02747058,0.02262226,0.02316273,0.02419804,0.00885411,0.08428432,0.13587854,0.03819694,0.13519683,0.03774521,0.02942869,0.05780530,0.01546574,0.04135846,0.01566772,0.01533807,0.01130791,0.00348970,0.00382305,0.00000000
19,0.00000000,0.00213833,0.00110532,0.00107879,0.00135720,0.00115224,0.00215939,0.00145913,0.00244750,0.00189347,0.00173550,0.00224657,0.00202388,0.00234918,0.00142192,0.00178103,0.00249233,0.00271573,0.00270715,0.00377294,0.00235668,0.00259689,0.00276070,0.00279681,0.00345003,0.00292177,0.00304247,0.00392560,0.00345025,0.00375019,0.00329569,0.00383747,0.00413372,0.00426926,0.00430026,0.00422512,0.00385741,0.00578038,0.00435057,0.00565545,0.00532807,0.00505157,0.00586534,0.00834270,0.00628542,0.00732489,0.00730722,0.00621827,0.00672385,0.00752543,0.00745340,0.00764885,0.00753119,0.00798044,0.00878938,0.00834879,0.00807097,0.00834268,0.00981165,0.01134621,0.01010970,0.00926594,0.00931494,0.01215408,0.01205860,0.01156588,0.02054609,0.01476379,0.01473278,0.01113247,0.01721830,0.01222290,0.02010966,0.01975721,0.02067305,0.01867000,0.01296458,0.01306528,0.01174939,0.01812727,0.02407259,0.02399190,0.01255908,0.01338468,0.01489299,0.01740016,0.02521340,0.02109647,0.01622712,0.01800303,0.03413061,0.02163538,0.02037120,0.11741050,0.00706283,0.02193831,0.02101719,0.02389956,0.01666667,0.03139606,0.00332412,0.01062108,0.00887508,0.01035118,0.00000000
20,0.00000000,0.00148351,0.00117501,0.00093262,0.00136566,0.00124058,0.00078145,0.00144605,0.00215867,0.00223880,0.00194120,0.00200834,0.00170904,0.00258703,0.00135344,0.00221321,0.00175219,0.00238804,0.00231993,0.00209840,0.00250514,0.00220394,0.00308933,0.00297966,0.00313768,0.00319064,0.00359146,0.00335122,0.00350521,0.00372081,0.00527697,0.00377864,0.00418879,0.00476804,0.00390498,0.00433472,0.00513777,0.00445604,0.00497027,0.00634702,0.00589997,0.00614840,0.00621638,0.00676995,0.00567750,0.00581139,0.00632043,0.00534721,0.00956324,0.00698239,0.00654548,0.00918065,0.00745294,0.00873116,0.00789784,0.00858594,0.00844996,0.01350375,0.01018173,0.00931451,0.00829246,0.00979630,0.01341522,0.01241108,0.01002752,0.01320379,0.01155334,0.01261293,0.01355245,0.01363891,0.01397175,0.01740272,0.01900657,0.01412574,0.05077197,0.01537970,0.01721596,0.02644641,0.02247052,0.03736397,0.01561568,0.01324174,0.01761436,0.02665853,0.02996589,0.01711406,0.01956860,0.02716638,0.03751737,0.01622489,0.04285059,0.02224389,0.06683750,0.00782825,0.02989064,0.00603810,0.03314888,0.07750178,0.06137326,0.08821430,0.08333333,0.05000316,0.03363173,0.00898638,0.00000000
21,0.00000000,0.00000000,0.00178734,0.00167548,0.00174574,0.00162493,0.00189553,0.00296348,0.00173150,0.00233260,0.00331389,0.00236820,0.00217081,0.00206438,0.00211776,0.00285459,0.00287894,0.00231980,0.00258220,0.00256769,0.00217770,0.00220922,0.00239711,0.00307657,0.00293633,0.00348837,0.00373183,0.00375113,0.00344424,0.00397968,0.00353449,0.00477789,0.00417470,0.00402152,0.00443675,0.00485013,0.00453593,0.00442147,0.00431160,0.00515477,0.00574226,0.00500032,0.00621943,0.00650539,0.00940791,0.00731651,0.00722184,0.00771238,0.00676790,0.00781132,0.00688417,0.00687266,0.00849455,0.00926825,0.00913249,0.01000482,0.00827052,0.01418097,0.01161428,0.00894850,0.01059317,0.00892190,0.01233556,0.01145729,0.00998380,0.01327475,0.01141707,0.01307437,0.01360712,0.01245026,0.01281225,0.01719590,0.01549186,0.02543447,0.01536967,0.01939773,0.01787308,0.02212188,0.01305948,0.02228658,0.01694675,0.01401970,0.02495926,0.02332099,0.08141367,0.01478363,0.02843280,0.03915165,0.02197460,0.29216393,0.00861095,0.03563729,0.14147015,0.01257129,0.04652252,0.05011380,0.02197706,0.00840552,0.04600464,0.25000000,0.16666667,0.01107923,0.00754869,0.00000000,0.00000000
22,0.00000000,0.00199377,0.00097953,0.00177617,0.00186629,0.00175672,0.00299419,0.00172265,0.00219840,0.00173879,0.00223614,0.00214321,0.00166145,0.00272079,0.00197411,0.00217358,0.00275088,0.00194749,0.00240693,0.00305200,0.00261877,0.00270547,0.00290994,0.00333487,0.00297293,0.00385563,0.00296238,0.00394276,0.00350829,0.00430235,0.00385478,0.00397504,0.00428184,0.00422831,0.00456562,0.00527997,0.00360149,0.00526658,0.00438868,0.00528063,0.00504477,0.00513407,0.00678197,0.00672511,0.00607352,0.00778471,0.00583910,0.00584295,0.00721483,0.00753187,0.00721633,0.00714754,0.00709848,0.00922148,0.00747265,0.00912619,0.00825276,0.01052763,0.00944725,0.00946224,0.01018803,0.01191192,0.00916037,0.01321024,0.01563782,0.01108293,0.01328404,0.01195125,0.01422743,0.01309675,0.02264110,0.00945584,0.02146381,0.01685392,0.01358477,0.03928735,0.01115638,0.01519354,0.01159191,0.02550429,0.02194675,0.04989555,0.01751039,0.01492050,0.03031316,0.02113432,0.00895044,0.03402064,0.00000000,0.00706061,0.04150989,0.02788150,0.00762887,0.01143058,0.05206682,0.01896199,0.04253584,0.00000000,0.03514302,0.00000000,0.00124706,0.00000000,0.01704811,0.02173707,0.00000000
23,0.00000000,0.00094897,0.00203669,0.00274048,0.00129651,0.00235818,0.00178254,0.00141382,0.00143424,0.00143523,0.00232326,0.00170108,0.00191972,0.00318488,0.00250259,0.00221280,0.00278054,0.00266980,0.00230432,0.00264231,0.00594213,0.00296756,0.00312161,0.00339629,0.00326721,0.00278541,0.00437165,0.00332151,0.00899679,0.00368341,0.00410279,0.00464869,0.00443442,0.00455310,0.00473466,0.00714503,0.00414463,0.00423897,0.00545600,0.00526946,0.00633665,0.00527577,0.00657444,0.00667258,0.00646661,0.00685634,0.00570457,0.00672757,0.00703195,0.00713702,0.00700506,0.00901556,0.01184925,0.00599280,0.00794162,0.00822784,0.01008528,0.00809634,0.00884386,0.00994103,0.00982680,0.01921778,0.01100611,0.01296717,0.01308629,0.01208664,0.01357895,0.01344570,0.01871557,0.02008988,0.01930697,0.01650692,0.01763045,0.01447900,0.01651932,0.01902386,0.01753933,0.01748064,0.02348959,0.01093422,0.03244002,0.04026750,0.01560810,0.03249398,0.01272071,0.01428033,0.02181234,0.02150197,0.00882577,0.00000000,0.18850286,0.01305764,0.01117601,0.04474905,0.01761018,0.06233740,0.12708068,0.23106646,0.01954764,0.00000000,0.00000000,0.00000000,0.00000000,0.00336514,0.00000000
24,0.00000000,0.00000000,0.00149607,0.00164711,0.00173617,0.00175029,0.00196195,0.00181525,0.00156364,0.00181129,0.00168448,0.00128384,0.00296416,0.00280751,0.00279197,0.00199996,0.00199615,0.00200866,0.00243023,0.00261899,0.00262578,0.00254936,0.00345960,0.00281765,0.00382054,0.00351062,0.00325420,0.00329132,0.00358106,0.00339778,0.00381755,0.00396005,0.00404011,0.00439144,0.00404742,0.00501512,0.00466496,0.00530384,0.00477466,0.00588706,0.00505388,0.00563113,0.00573106,0.00581370,0.00603743,0.00659681,0.00689437,0.00704035,0.00777994,0.00748239,0.00786316,0.00910860,0.01033713,0.00795076,0.00917139,0.00962020,0.00926488,0.00857855,0.01174688,0.00941207,0.01191186,0.01142886,0.00646166,0.01264920,0.01298046,0.01591613,0.01651136,0.01191712,0.01711303,0.01482110,0.01697470,0.01849640,0.01846021,0.00909298,0.01769148,0.01688276,0.01921438,0.01382349,0.01602928,0.02872772,0.03749945,0.03092979,0.04098336,0.02187880,0.10778105,0.03147192,0.03471306,0.08209710,0.02703216,0.01086685,0.02740970,0.26247788,0.02030745,0.10873716,0.00933099,0.01531183,0.02324378,0.18859029,0.03771626,0.25000000,0.00000000,0.06250000,0.00277778,0.00000000,0.00000000
25,0.00000000,0.00144035,0.00046352,0.00110619,0.00107311,0.00127170,0.00140770,0.00149720,0.00204263,0.00201410,0.00213072,0.00224455,0.00237661,0.00258176,0.00276790,0.00291995,0.00217724,0.00231395,0.00259992,0.00325512,0.00288906,0.00262356,0.00295865,0.00253070,0.00322916,0.00348244,0.00392119,0.00373617,0.00369737,0.00371769,0.00444922,0.00316924,0.00388268,0.00426888,0.00342189,0.00477615,0.00508569,0.00501673,0.00503466,0.00543401,0.00505900,0.00587081,0.00563698,0.00598830,0.00657904,0.00675602,0.00753774,0.00703573,0.00746551,0.00675296,0.00720768,0.00711119,0.00634473,0.00917030,0.00700419,0.00860407,0.00969267,0.00897341,0.00938165,0.00947138,0.00976713,0.01219034,0.01300813,0.01574136,0.01303802,0.01592325,0.01400955,0.01375907,0.02103747,0.01798394,0.01194580,0.01511243,0.01644569,0.01825812,0.01827981,0.02399499,0.02023828,0.03315860,0.01315065,0.01817708,0.01370718,0.03272423,0.01835539,0.01233199,0.01891881,0.07285994,0.01153451,0.05117570,0.09449096,0.16986208,0.15886710,0.20250836,0.06691293,0.02227321,0.20000000,0.03733416,0.14741506,0.00000000,0.00000000,0.02094951,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
26,0.00000000,0.00000000,0.00109291,0.00042928,0.00145822,0.00470797,0.00137823,0.00203503,0.00309209,0.00243813,0.00191048,0.00232362,0.00306618,0.00225401,0.00268842,0.00227994,0.00063962,0.00325861,0.00224495,0.00286507,0.00353610,0.00340231,0.00240915,0.00322604,0.00467122,0.00305036,0.00303975,0.00329085,0.00374643,0.00363200,0.00426827,0.00378985,0.00426004,0.00475196,0.00478938,0.00442774,0.00419078,0.00521026,0.00504517,0.00506418,0.00572096,0.00469532,0.00547684,0.00635462,0.00655680,0.00627886,0.00659896,0.00633416,0.00651773,0.00750724,0.00832360,0.01020321,0.00941541,0.00884286,0.00845817,0.00833599,0.00953520,0.01054225,0.01257501,0.00861087,0.00967795,0.01097083,0.01148362,0.01199781,0.01281072,0.01133591,0.01169329,0.01304371,0.01279944,0.03232132,0.01294684,0.02133441,0.01721113,0.01570093,0.01224066,0.01736702,0.07812802,0.02808891,0.02009798,0.06865770,0.03063417,0.03541410,0.01060522,0.01909051,0.02500391,0.01170695,0.02735674,0.03457386,0.16990416,0.03096043,0.00000000,0.04244070,0.20306108,0.08911455,0.04746479,0.13781300,0.66666667,0.00000000,0.01257129,0.33333333,0.00412495,0.25000000,0.00000000,0.00000000,0.00000000
27,0.00000000,0.00147658,0.00137957,0.00157057,0.00133936,0.00141665,0.00165288,0.00194829,0.00149147,0.00252875,0.00174685,0.00176422,0.00244414,0.00196540,0.00258180,0.00382736,0.00220897,0.00259897,0.00261693,0.00280075,0.00282125,0.00277950,0.00247557,0.00364756,0.00302076,0.00373506,0.00324354,0.00260437,0.00342039,0.00349045,0.00422282,0.00526006,0.00474491,0.00396484,0.00402694,0.00440621,0.00464858,0.00464884,0.00450817,0.00500645,0.00525731,0.00635686,0.00573340,0.00562747,0.00661699,0.00826235,0.00712065,0.00819933,0.00791272,0.00813624,0.00875431,0.00760410,0.00791575,0.00934779,0.00861038,0.00870951,0.00930613,0.00820586,0.01045904,0.00873318,0.01092723,0.00915323,0.01078015,0.01097465,0.01233713,0.01305973,0.01239317,0.01955043,0.01299870,0.01166588,0.02330774,0.01608519,0.02023944,0.02390094,0.02256136,0.02656841,0.02152204,0.02500470,0.01835913,0.02666436,0.02089825,0.01880615,0.06725061,0.00453965,0.03568987,0.01028452,0.00620247,0.03097209,0.00000000,0.00000000,0.00273546,0.00395480,0.35022783,0.05738278,0.04276348,0.00000000,0.50850700,0.50806283,0.00000000,0.00000000,0.00000000,0.25000000,0.06250000,0.00482338,1.00000000
28,0.00000000,0.00145163,0.00144152,0.00136806,0.00169299,0.00130356,0.00150600,0.00197016,0.00281693,0.00194520,0.00171266,0.00235058,0.00221855,0.00197685,0.00175375,0.00180754,0.00387804,0.00203788,0.00397037,0.00209939,0.00294812,0.00309291,0.00300542,0.00280176,0.00574353,0.00482523,0.00344064,0.00317402,0.00367026,0.00611757,0.00378397,0.00357959,0.00404850,0.00442380,0.00446717,0.00495351,0.00411567,0.00526447,0.00500214,0.00561373,0.00681326,0.00447354,0.00544648,0.00462725,0.00604992,0.00614669,0.00717812,0.00894682,0.00741714,0.00749982,0.00755034,0.00971853,0.00723695,0.00804429,0.00804212,0.00792901,0.00957606,0.00973950,0.01155389,0.01456016,0.01406299,0.01208191,0.01149857,0.00957628,0.00883704,0.01420661,0.01227898,0.01410535,0.01338812,0.01532437,0.01366080,0.01630471,0.01203480,0.00971486,0.01362755,0.02253851,0.02882041,0.01807612,0.01757300,0.01058874,0.04577048,0.00837104,0.02841601,0.00833492,0.02662356,0.01108612,0.04464419,0.04064677,0.00664022,0.04206872,0.02373095,0.00000000,0.33589096,0.25000000,0.00000000,0.12951325,0.00000000,0.50000000,0.05555556,0.44444444,0.50000000,0.00833333,0.00000000,0.00000000,0.00000000
29,0.00000000,0.00171717,0.00171522,0.00125931,0.00110176,0.00123071,0.00170371,0.00155874,0.00205980,0.00225737,0.00224313,0.00216930,0.00224502,0.00256731,0.00357161,0.00766189,0.00266578,0.00185422,0.00222793,0.00172570,0.00330494,0.00280695,0.00370037,0.00451128,0.00382150,0.00327587,0.00340998,0.00361402,0.00373680,0.00486806,0.00430607,0.00444533,0.00547149,0.00444589,0.00607939,0.00319560,0.00507173,0.00534561,0.00469873,0.00510066,0.00461754,0.00580518,0.00676130,0.00570553,0.00739018,0.00816513,0.00656933,0.00624017,0.00729381,0.00689735,0.00722429,0.00840026,0.00801763,0.01022507,0.01126987,0.00970525,0.00996586,0.01044825,0.01061883,0.00992388,0.00873945,0.01017478,0.00794202,0.01292695,0.01507871,0.01341312,0.01439529,0.01226539,0.01444885,0.01976578,0.01720487,0.01321637,0.02704254,0.01070943,0.01852002,0.02268295,0.02225253,0.03545770,0.02836911,0.05071727,0.01847328,0.02347659,0.04418804,0.08513126,0.05920962,0.03457162,0.03361677,0.01773859,0.00939999,0.00000000,0.01074907,0.12550682,0.06372917,0.03332870,0.16402116,0.16130865,0.02520963,0.00000000,0.00000000,0.16805556,0.21428571,0.01666667,0.00000000,0.00000000,0.00000000
